,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,145,0,0,0,0,115,12,0,28
3,interruptions,0,0,57,237,0,0,6,0,0,0
4,interruptions_harmonics,0,0,0,227,0,0,73,0,0,0
5,osc_transients,0,0,0,0,175,0,0,1,0,124
6,sags,0,0,6,32,40,0,139,0,68,15
7,sags_harmonics,0,0,0,7,0,0,293,0,0,0
8,spikes,0,0,0,0,2,0,0,3,0,295
9,swells,0,0,0,0,0,0,0,0,0,300
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.40000,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.32209,,,,,,,,,
