,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,103,0,0,0,0,0,197,0,0
3,interruptions,0,0,0,300,0,0,0,0,0,0
4,interruptions_harmonics,0,0,0,290,0,0,2,8,0,0
5,osc_transients,0,0,0,3,152,0,0,0,0,145
6,sags,0,0,0,123,19,0,67,10,0,81
7,sags_harmonics,0,3,0,36,0,0,127,134,0,0
8,spikes,0,0,0,1,0,0,0,0,0,299
9,swells,0,0,0,0,0,0,0,0,0,300
10,swells_harmonics,0,0,0,3,4,0,0,27,0,266
11,,,,,,,,,,,
12,Classification accuracy,0.31267,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.25233,,,,,,,,,
