,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,300,0
2,harmonics,0,284,0,0,0,0,16,0,0,0
3,interruptions,0,0,2,106,0,0,1,0,191,0
4,interruptions_harmonics,0,1,0,237,0,0,61,0,0,1
5,osc_transients,0,0,0,0,166,0,0,0,134,0
6,sags,0,0,0,7,19,3,53,53,165,0
7,sags_harmonics,0,0,0,14,0,0,278,0,0,8
8,spikes,0,0,0,0,0,0,0,11,289,0
9,swells,0,0,0,0,0,0,0,0,300,0
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.52700,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.45896,,,,,,,,,
