,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,258,0,29,0,0,0,5,0,8
3,interruptions,0,0,0,298,0,0,2,0,0,0
4,interruptions_harmonics,0,0,0,278,0,0,15,0,0,7
5,osc_transients,0,0,0,0,148,0,1,0,0,151
6,sags,0,0,0,32,10,0,147,0,22,89
7,sags_harmonics,0,7,0,34,0,0,247,10,0,2
8,spikes,0,0,0,0,0,0,0,0,0,300
9,swells,0,0,0,0,0,0,0,0,0,300
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.41033,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.31675,,,,,,,,,
