,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,211,55,34,0,0,0
2,harmonics,0,300,0,0,0,0,0,0,0,0
3,interruptions,0,0,1,126,0,173,0,0,0,0
4,interruptions_harmonics,0,0,0,261,0,0,39,0,0,0
5,osc_transients,0,0,0,0,244,4,25,0,1,26
6,sags,0,0,0,0,2,215,83,0,0,0
7,sags_harmonics,0,0,0,8,0,0,292,0,0,0
8,spikes,0,0,0,0,99,96,41,0,0,64
9,swells,50,0,0,0,105,18,7,0,67,53
10,swells_harmonics,0,4,0,0,0,0,14,0,0,282
11,,,,,,,,,,,
12,Classification accuracy,0.55400,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.45998,,,,,,,,,
