,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,0,0,8,0,0,49,29,0,214
3,interruptions,0,0,24,269,0,0,3,0,0,4
4,interruptions_harmonics,0,0,4,193,0,0,85,1,0,17
5,osc_transients,0,0,0,0,165,0,0,0,0,135
6,sags,0,0,2,23,58,0,70,60,15,72
7,sags_harmonics,0,0,0,7,0,0,273,1,0,19
8,spikes,0,0,0,0,0,0,0,0,1,299
9,swells,0,0,0,0,0,0,0,0,0,300
10,swells_harmonics,0,0,0,0,1,0,0,1,0,298
11,,,,,,,,,,,
12,Classification accuracy,0.31767,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.22621,,,,,,,,,
