,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,211,0,89,0,0,0
2,harmonics,0,0,0,0,54,0,197,0,0,49
3,interruptions,0,0,0,0,18,0,282,0,0,0
4,interruptions_harmonics,0,0,0,54,35,0,201,0,0,10
5,osc_transients,0,0,0,0,216,0,81,0,1,2
6,sags,0,0,0,0,36,0,264,0,0,0
7,sags_harmonics,0,0,0,4,16,0,279,0,0,1
8,spikes,0,0,0,0,129,0,171,0,0,0
9,swells,0,0,0,0,296,0,4,0,0,0
10,swells_harmonics,0,0,0,0,128,0,35,0,0,137
11,,,,,,,,,,,
12,Classification accuracy,0.22867,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.14442,,,,,,,,,
