,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,54,0,27,0,0,0,219,0,0
3,interruptions,0,0,113,158,1,0,24,0,0,4
4,interruptions_harmonics,0,0,38,179,1,0,34,48,0,0
5,osc_transients,0,0,0,1,160,0,0,1,0,138
6,sags,0,3,13,19,45,0,70,1,0,149
7,sags_harmonics,0,1,3,27,4,0,106,159,0,0
8,spikes,0,1,0,0,65,0,0,5,0,229
9,swells,0,0,0,0,16,0,0,0,2,282
10,swells_harmonics,0,0,1,2,63,0,0,76,0,158
11,,,,,,,,,,,
12,Classification accuracy,0.25900,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.23996,,,,,,,,,
