,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,300,0
2,harmonics,0,264,0,9,0,0,0,0,0,27
3,interruptions,0,0,180,53,0,1,2,0,64,0
4,interruptions_harmonics,0,0,0,266,0,0,34,0,0,0
5,osc_transients,0,0,0,0,206,0,0,0,81,13
6,sags,5,0,10,7,37,60,57,0,124,0
7,sags_harmonics,0,0,0,24,0,0,272,0,0,4
8,spikes,0,0,0,0,0,0,0,75,217,8
9,swells,0,0,0,0,1,0,0,0,233,66
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.61867,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.59749,,,,,,,,,
