,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,64,0,0,0,0,236,0,0,0,0
2,harmonics,0,284,0,0,0,0,16,0,0,0
3,interruptions,0,0,0,168,0,132,0,0,0,0
4,interruptions_harmonics,0,0,0,278,0,0,22,0,0,0
5,osc_transients,12,0,0,6,213,37,17,0,0,15
6,sags,0,0,0,0,0,299,1,0,0,0
7,sags_harmonics,0,0,0,23,0,0,277,0,0,0
8,spikes,0,0,0,0,1,210,17,0,0,72
9,swells,102,0,0,4,1,57,0,0,36,100
10,swells_harmonics,0,0,0,0,0,0,5,0,0,295
11,,,,,,,,,,,
12,Classification accuracy,0.58200,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.50664,,,,,,,,,
