,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,192,108,0,0,0,0
2,harmonics,0,266,0,10,0,0,15,0,0,9
3,interruptions,0,0,0,146,0,154,0,0,0,0
4,interruptions_harmonics,0,0,0,288,0,0,12,0,0,0
5,osc_transients,0,0,0,30,244,14,7,0,0,5
6,sags,0,0,0,20,0,280,0,0,0,0
7,sags_harmonics,0,0,0,26,2,0,272,0,0,0
8,spikes,0,0,0,38,6,220,3,0,0,33
9,swells,9,0,0,25,41,77,1,0,105,42
10,swells_harmonics,0,2,0,3,1,0,11,0,0,283
11,,,,,,,,,,,
12,Classification accuracy,0.57933,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.49301,,,,,,,,,
