,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,6,0,0,294,0,0,0
2,harmonics,0,0,0,0,51,86,163,0,0,0
3,interruptions,0,0,3,275,0,0,22,0,0,0
4,interruptions_harmonics,0,0,7,196,0,17,80,0,0,0
5,osc_transients,0,0,0,72,97,1,130,0,0,0
6,sags,0,0,0,16,0,1,283,0,0,0
7,sags_harmonics,0,0,0,23,0,58,219,0,0,0
8,spikes,0,0,0,32,43,2,223,0,0,0
9,swells,0,0,0,122,98,1,79,0,0,0
10,swells_harmonics,0,0,0,28,120,5,123,0,15,9
11,,,,,,,,,,,
12,Classification accuracy,0.17500,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.09504,,,,,,,,,
