,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,64,0,0,0,0,236
2,harmonics,0,96,0,153,0,0,0,0,0,51
3,interruptions,0,0,0,256,0,0,44,0,0,0
4,interruptions_harmonics,0,0,0,293,0,0,7,0,0,0
5,osc_transients,0,0,0,6,144,0,0,0,3,147
6,sags,0,0,0,9,0,0,146,0,0,145
7,sags_harmonics,0,32,0,133,12,1,68,18,0,36
8,spikes,0,0,0,0,0,0,0,0,0,300
9,swells,0,0,0,0,85,0,0,0,0,215
10,swells_harmonics,0,2,0,30,144,0,0,0,2,122
11,,,,,,,,,,,
12,Classification accuracy,0.24100,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.17256,,,,,,,,,
