,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,300,0
2,harmonics,0,289,0,0,0,0,0,0,0,11
3,interruptions,0,0,2,45,0,0,0,0,253,0
4,interruptions_harmonics,0,0,0,268,0,0,32,0,0,0
5,osc_transients,0,0,0,3,207,0,0,0,85,5
6,sags,0,0,0,1,29,0,88,0,182,0
7,sags_harmonics,0,4,0,12,0,0,283,0,0,1
8,spikes,0,0,0,0,0,0,1,0,299,0
9,swells,0,0,0,0,0,0,0,0,258,42
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.53567,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.46346,,,,,,,,,
