,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,120,180
2,harmonics,0,227,0,0,0,0,0,0,0,73
3,interruptions,0,0,41,248,0,1,2,1,5,2
4,interruptions_harmonics,0,12,10,269,0,1,4,0,0,4
5,osc_transients,0,2,0,0,93,0,4,0,16,185
6,sags,0,0,14,30,11,4,126,5,94,16
7,sags_harmonics,0,20,4,28,0,0,227,0,0,21
8,spikes,0,4,0,0,0,0,0,17,34,245
9,swells,0,2,0,0,0,0,0,0,61,237
10,swells_harmonics,0,3,0,0,0,0,0,0,0,297
11,,,,,,,,,,,
12,Classification accuracy,0.41200,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.34846,,,,,,,,,
