,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,6,0,0,0,0,0,54,0,0,240
2,harmonics,0,0,61,0,94,18,45,11,0,71
3,interruptions,0,0,251,7,6,12,0,15,0,9
4,interruptions_harmonics,0,2,50,10,95,18,64,7,0,54
5,osc_transients,12,2,0,0,181,1,20,10,5,69
6,sags,0,9,103,4,34,32,61,11,0,46
7,sags_harmonics,1,1,12,7,72,9,170,6,0,22
8,spikes,1,3,124,3,18,10,5,79,48,9
9,swells,16,2,63,0,41,34,3,55,38,48
10,swells_harmonics,0,1,0,0,120,2,17,13,0,147
11,,,,,,,,,,,
12,Classification accuracy,0.30467,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.23961,,,,,,,,,
