,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,300,0
2,harmonics,0,300,0,0,0,0,0,0,0,0
3,interruptions,0,0,199,0,0,0,0,0,101,0
4,interruptions_harmonics,0,0,0,230,0,0,70,0,0,0
5,osc_transients,0,0,0,0,194,0,0,3,90,13
6,sags,0,0,45,0,4,54,27,88,82,0
7,sags_harmonics,0,2,0,16,0,0,281,0,0,1
8,spikes,0,0,0,0,0,0,0,61,239,0
9,swells,0,0,0,0,0,0,0,0,294,6
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.63767,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.61398,,,,,,,,,
