,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,88,0,0,0,0,212,0,0,0,0
2,harmonics,0,290,0,0,0,0,0,0,0,10
3,interruptions,0,0,66,0,0,234,0,0,0,0
4,interruptions_harmonics,0,0,0,252,3,0,45,0,0,0
5,osc_transients,1,0,0,0,296,3,0,0,0,0
6,sags,0,0,0,0,0,300,0,0,0,0
7,sags_harmonics,0,0,0,12,0,0,288,0,0,0
8,spikes,0,0,0,0,215,85,0,0,0,0
9,swells,32,0,0,0,148,0,0,0,120,0
10,swells_harmonics,0,0,0,0,1,0,0,0,0,299
11,,,,,,,,,,,
12,Classification accuracy,0.66633,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.62625,,,,,,,,,
