,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,300,0,0,0
2,harmonics,0,0,0,0,0,85,215,0,0,0
3,interruptions,0,0,3,169,0,70,58,0,0,0
4,interruptions_harmonics,0,0,5,102,0,51,142,0,0,0
5,osc_transients,0,0,0,0,61,37,202,0,0,0
6,sags,0,0,1,22,0,8,269,0,0,0
7,sags_harmonics,0,0,0,5,0,27,268,0,0,0
8,spikes,0,0,0,7,5,113,175,0,0,0
9,swells,0,0,0,0,40,148,112,0,0,0
10,swells_harmonics,5,0,0,7,47,24,159,0,22,36
11,,,,,,,,,,,
12,Classification accuracy,0.15933,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.10985,,,,,,,,,
