,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,300,0,0,0,0
2,harmonics,0,300,0,0,0,0,0,0,0,0
3,interruptions,0,0,76,0,0,224,0,0,0,0
4,interruptions_harmonics,0,0,0,283,1,0,16,0,0,0
5,osc_transients,0,0,0,0,292,8,0,0,0,0
6,sags,0,0,0,0,0,300,0,0,0,0
7,sags_harmonics,0,0,0,24,0,0,276,0,0,0
8,spikes,0,0,0,2,185,100,0,9,0,4
9,swells,74,0,0,0,70,23,0,5,128,0
10,swells_harmonics,0,0,0,0,5,0,4,0,0,291
11,,,,,,,,,,,
12,Classification accuracy,0.65167,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.60562,,,,,,,,,
