,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,65,0,61,0,0,21,54,0,99
3,interruptions,0,0,0,296,0,0,4,0,0,0
4,interruptions_harmonics,0,0,0,279,0,0,20,0,0,1
5,osc_transients,0,0,0,0,150,0,0,0,0,150
6,sags,0,0,0,31,25,0,150,0,0,94
7,sags_harmonics,0,0,0,29,0,0,228,15,0,28
8,spikes,0,0,0,0,3,0,0,0,0,297
9,swells,0,0,0,0,6,0,0,0,0,294
10,swells_harmonics,0,0,0,0,27,0,0,0,0,273
11,,,,,,,,,,,
12,Classification accuracy,0.33167,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.24316,,,,,,,,,
