,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,123,0,95,0,0,63,0,0,19
3,interruptions,0,0,0,300,0,0,0,0,0,0
4,interruptions_harmonics,0,0,0,283,0,0,17,0,0,0
5,osc_transients,0,0,0,2,168,0,1,0,8,121
6,sags,0,0,0,29,0,0,173,0,0,98
7,sags_harmonics,0,0,0,60,19,0,212,0,0,9
8,spikes,0,0,0,0,0,0,0,0,0,300
9,swells,0,0,0,0,17,0,0,0,0,283
10,swells_harmonics,0,0,0,18,11,0,0,0,0,271
11,,,,,,,,,,,
12,Classification accuracy,0.35233,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.26268,,,,,,,,,
