,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,1,0,299,0,0,0
2,harmonics,0,0,0,0,61,0,239,0,0,0
3,interruptions,0,0,0,164,1,0,132,0,0,3
4,interruptions_harmonics,0,0,3,23,14,4,256,0,0,0
5,osc_transients,0,0,1,0,211,0,76,0,3,9
6,sags,0,1,0,10,16,9,259,0,0,5
7,sags_harmonics,0,0,0,0,23,19,258,0,0,0
8,spikes,0,11,0,3,38,0,84,0,17,147
9,swells,0,0,0,0,29,0,112,0,63,96
10,swells_harmonics,0,0,0,0,133,0,76,0,0,91
11,,,,,,,,,,,
12,Classification accuracy,0.21833,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.15118,,,,,,,,,
