,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,70,0,113,0,0,1,5,0,111
3,interruptions,0,0,0,295,0,0,5,0,0,0
4,interruptions_harmonics,0,0,0,283,0,0,12,0,0,5
5,osc_transients,0,0,0,0,163,0,0,0,0,137
6,sags,0,0,0,29,20,0,177,0,0,74
7,sags_harmonics,0,0,0,54,0,0,223,0,0,23
8,spikes,0,0,0,2,1,0,0,0,0,297
9,swells,0,0,0,0,0,0,0,0,0,300
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.34633,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.25240,,,,,,,,,
