,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,25,264,0,0,11
2,harmonics,0,0,0,0,0,0,300,0,0,0
3,interruptions,0,0,0,8,0,0,292,0,0,0
4,interruptions_harmonics,0,0,0,27,0,0,269,0,0,4
5,osc_transients,0,0,0,0,2,2,227,0,0,69
6,sags,0,0,0,1,0,11,288,0,0,0
7,sags_harmonics,0,0,0,2,0,0,298,0,0,0
8,spikes,0,0,0,0,0,0,299,0,0,1
9,swells,0,0,0,0,0,1,192,0,0,107
10,swells_harmonics,0,0,0,0,0,0,151,0,0,149
11,,,,,,,,,,,
12,Classification accuracy,0.16233,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.09097,,,,,,,,,
