,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,40,0,136,0,0,0,22,0,102
3,interruptions,0,0,0,300,0,0,0,0,0,0
4,interruptions_harmonics,0,0,0,289,0,0,7,0,0,4
5,osc_transients,0,0,0,8,118,0,3,0,0,171
6,sags,0,0,0,42,21,0,94,3,0,140
7,sags_harmonics,0,0,0,81,0,0,183,3,0,33
8,spikes,0,0,0,4,0,0,0,0,0,296
9,swells,0,0,0,0,4,0,0,0,0,296
10,swells_harmonics,0,0,0,1,12,0,0,1,0,286
11,,,,,,,,,,,
12,Classification accuracy,0.30533,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.21720,,,,,,,,,
