,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,64,236,0,0,0,0
2,harmonics,0,294,0,6,0,0,0,0,0,0
3,interruptions,0,0,80,0,0,220,0,0,0,0
4,interruptions_harmonics,0,0,0,297,0,0,3,0,0,0
5,osc_transients,0,0,0,0,274,16,0,0,0,10
6,sags,0,0,0,0,0,300,0,0,0,0
7,sags_harmonics,0,0,0,32,0,0,268,0,0,0
8,spikes,0,0,0,0,139,116,0,7,0,38
9,swells,22,0,0,0,168,0,0,0,110,0
10,swells_harmonics,0,0,0,0,2,0,0,0,0,298
11,,,,,,,,,,,
12,Classification accuracy,0.64267,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.58736,,,,,,,,,
