,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,63,0,146,0,0,41,50,0,0
3,interruptions,0,0,0,300,0,0,0,0,0,0
4,interruptions_harmonics,0,0,0,277,0,0,23,0,0,0
5,osc_transients,0,0,0,19,135,0,0,0,8,138
6,sags,0,0,0,187,0,0,52,0,0,61
7,sags_harmonics,0,0,0,31,1,2,265,1,0,0
8,spikes,0,0,0,32,0,0,0,0,0,268
9,swells,0,0,0,0,0,0,0,0,0,300
10,swells_harmonics,0,0,0,12,50,0,0,2,10,226
11,,,,,,,,,,,
12,Classification accuracy,0.32200,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.23895,,,,,,,,,
