,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,76,0,9,0,0,56,62,0,97
3,interruptions,0,0,0,290,0,0,8,0,0,2
4,interruptions_harmonics,0,0,0,217,0,0,54,3,0,26
5,osc_transients,0,0,0,0,77,0,4,0,0,219
6,sags,0,0,0,29,16,0,136,4,1,114
7,sags_harmonics,0,0,0,14,0,0,263,1,0,22
8,spikes,0,0,0,0,0,0,0,0,0,300
9,swells,0,0,0,0,0,0,0,0,1,299
10,swells_harmonics,0,0,0,0,0,0,3,0,0,297
11,,,,,,,,,,,
12,Classification accuracy,0.31033,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.22469,,,,,,,,,
