,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,0,300
2,harmonics,0,0,0,134,82,0,11,0,0,73
3,interruptions,0,0,0,284,1,0,4,0,0,11
4,interruptions_harmonics,0,0,0,241,40,0,14,0,0,5
5,osc_transients,0,0,0,0,174,0,1,0,0,125
6,sags,0,0,0,24,80,5,30,1,0,160
7,sags_harmonics,0,0,0,49,97,1,129,0,0,24
8,spikes,0,0,0,0,57,0,0,0,0,243
9,swells,0,0,0,1,30,0,0,0,0,269
10,swells_harmonics,0,0,0,1,134,0,0,0,0,165
11,,,,,,,,,,,
12,Classification accuracy,0.23800,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.15732,,,,,,,,,
