,amplitude (in pu),timestamps (in ms),,parameters,values
0,0.001044925,0,,waveform frequency,60
1,-0.009677551,0.065104167,,signal duration in ms,1000
2,0.048841109,0.130208333,,signal sample per cycle,256
3,0.021134342,0.1953125,,,
4,0.115488604,0.260416667,,transient alpha,0.8
5,0.158428217,0.325520833,,transient duration in cycles,3
6,0.094101416,0.390625,,transient duration in ms,40
7,0.215250837,0.455729167,,transient frequency,900
8,0.168293594,0.520833333,,,
9,0.278302787,0.5859375,,,
10,0.191114282,0.651041667,,,
11,0.284405872,0.716145833,,,
12,0.299423101,0.78125,,,
13,0.25379501,0.846354167,,,
14,0.384394421,0.911458333,,,
15,0.367271671,0.9765625,,,
16,0.264371777,1.041666667,,,
17,0.404807054,1.106770833,,,
18,0.318966843,1.171875,,,
19,0.476276751,1.236979167,,,
20,0.473109266,1.302083333,,,
21,0.536212885,1.3671875,,,
22,0.567077823,1.432291667,,,
23,0.542690303,1.497395833,,,
24,0.545586152,1.5625,,,
25,0.593796717,1.627604167,,,
26,0.559312777,1.692708333,,,
27,0.620863918,1.7578125,,,
28,0.667697096,1.822916667,,,
29,0.687251664,1.888020833,,,
30,0.723430983,1.953125,,,
31,0.754085974,2.018229167,,,
32,0.700475877,2.083333333,,,
33,0.680171367,2.1484375,,,
34,0.683057684,2.213541667,,,
35,0.748650994,2.278645833,,,
36,0.718626785,2.34375,,,
37,0.79555609,2.408854167,,,
38,0.830566577,2.473958333,,,
39,0.816724244,2.5390625,,,
40,0.785721944,2.604166667,,,
41,0.803069737,2.669270833,,,
42,0.783243847,2.734375,,,
43,0.895370549,2.799479167,,,
44,0.902667428,2.864583333,,,
45,0.907887952,2.9296875,,,
46,0.921453215,2.994791667,,,
47,0.880607587,3.059895833,,,
48,0.855698179,3.125,,,
49,0.858600836,3.190104167,,,
50,0.846380622,3.255208333,,,
51,0.930693537,3.3203125,,,
52,0.941108527,3.385416667,,,
53,1.051949042,3.450520833,,,
54,0.992592663,3.515625,,,
55,0.890609558,3.580729167,,,
56,1.034371885,3.645833333,,,
57,0.921579303,3.7109375,,,
58,0.985162042,3.776041667,,,
59,1.141796873,3.841145833,,,
60,1.015016344,3.90625,,,
61,0.897208971,3.971354167,,,
62,1.023889928,4.036458333,,,
63,0.923557133,4.1015625,,,
64,0.93170676,4.166666667,,,
65,0.957200432,4.231770833,,,
66,1.018623631,4.296875,,,
67,1.040524921,4.361979167,,,
68,1.081351226,4.427083333,,,
69,1.018006636,4.4921875,,,
70,1.054732863,4.557291667,,,
71,1.056466811,4.622395833,,,
72,0.973076512,4.6875,,,
