,amplitude (in pu),timestamps (in ms),,parameters,values
0,0.002673781,0,,waveform frequency,60
1,0.085178182,0.065104167,,signal duration in ms,1000
2,0.150531894,0.130208333,,signal sample per cycle,256
3,0.155538074,0.1953125,,,
4,0.236193889,0.260416667,,a3 parameter,0.15
5,0.230274791,0.325520833,,a5 parameter,0.15
6,0.296446466,0.390625,,,
7,0.303716659,0.455729167,,sag duration in cycles,20
8,0.373308834,0.520833333,,sag magnitude,0.1
9,0.356608189,0.5859375,,,
10,0.490914363,0.651041667,,,
11,0.57265583,0.716145833,,,
12,0.660543355,0.78125,,,
13,0.541703642,0.846354167,,,
14,0.551786377,0.911458333,,,
15,0.677006983,0.9765625,,,
16,0.712247505,1.041666667,,,
17,0.616298339,1.106770833,,,
18,0.613292254,1.171875,,,
19,0.646096719,1.236979167,,,
20,0.671474879,1.302083333,,,
21,0.794256525,1.3671875,,,
22,0.734593315,1.432291667,,,
23,0.694211486,1.497395833,,,
24,0.834087475,1.5625,,,
25,0.739630552,1.627604167,,,
26,0.750816561,1.692708333,,,
27,0.696854222,1.7578125,,,
28,0.706154854,1.822916667,,,
29,0.650376943,1.888020833,,,
30,0.656155427,1.953125,,,
31,0.6076269,2.018229167,,,
32,0.698903202,2.083333333,,,
33,0.725616565,2.1484375,,,
34,0.702249326,2.213541667,,,
35,0.698339219,2.278645833,,,
36,0.645459484,2.34375,,,
37,0.658816132,2.408854167,,,
38,0.598808618,2.473958333,,,
39,0.773971714,2.5390625,,,
40,0.646548562,2.604166667,,,
41,0.7174854,2.669270833,,,
42,0.695335695,2.734375,,,
43,0.705589544,2.799479167,,,
44,0.754333263,2.864583333,,,
45,0.811008021,2.9296875,,,
46,0.75909188,2.994791667,,,
47,0.711748318,3.059895833,,,
48,0.827821455,3.125,,,
49,0.872166337,3.190104167,,,
50,0.746974779,3.255208333,,,
51,0.681687133,3.3203125,,,
52,0.869411106,3.385416667,,,
53,0.885105715,3.450520833,,,
54,0.91813404,3.515625,,,
55,0.849849542,3.580729167,,,
56,0.944847056,3.645833333,,,
57,0.906389754,3.7109375,,,
58,0.994686751,3.776041667,,,
59,1.041383193,3.841145833,,,
60,0.922101547,3.90625,,,
61,1.013838329,3.971354167,,,
62,0.940218359,4.036458333,,,
63,0.998126029,4.1015625,,,
64,1.000560318,4.166666667,,,
65,1.009627683,4.231770833,,,
66,0.930834224,4.296875,,,
67,0.886366326,4.361979167,,,
68,0.990830546,4.427083333,,,
69,0.980087988,4.4921875,,,
70,0.987615616,4.557291667,,,
71,0.949261795,4.622395833,,,
72,0.922226996,4.6875,,,
73,0.834439754,4.752604167,,,
74,0.898198825,4.817708333,,,
75,0.880938417,4.8828125,,,
76,0.844754304,4.947916667,,,
77,0.93751046,5.013020833,,,
78,0.866922217,5.078125,,,
79,0.755679021,5.143229167,,,
80,0.770648914,5.208333333,,,
81,0.731925102,5.2734375,,,
82,0.828648667,5.338541667,,,
83,0.729721459,5.403645833,,,
84,0.763258965,5.46875,,,
85,0.778520784,5.533854167,,,
86,0.725515407,5.598958333,,,
87,0.654142553,5.6640625,,,
88,0.669226333,5.729166667,,,
89,0.709869575,5.794270833,,,
90,0.677458581,5.859375,,,
91,0.740243274,5.924479167,,,
92,0.717452716,5.989583333,,,
93,0.720422314,6.0546875,,,
94,0.68641588,6.119791667,,,
95,0.819237296,6.184895833,,,
96,0.703699121,6.25,,,
97,0.767654189,6.315104167,,,
98,0.766073641,6.380208333,,,
99,0.74761841,6.4453125,,,
100,0.727106457,6.510416667,,,
101,0.710380114,6.575520833,,,
102,0.705081033,6.640625,,,
103,0.689547354,6.705729167,,,
104,0.691349544,6.770833333,,,
105,0.87376338,6.8359375,,,
106,0.785630474,6.901041667,,,
107,0.752243238,6.966145833,,,
108,0.656322425,7.03125,,,
109,0.631522188,7.096354167,,,
110,0.68240547,7.161458333,,,
111,0.6652069,7.2265625,,,
112,0.649250938,7.291666667,,,
113,0.585987307,7.356770833,,,
114,0.614158994,7.421875,,,
115,0.596238273,7.486979167,,,
116,0.51166113,7.552083333,,,
117,0.496345327,7.6171875,,,
118,0.480313187,7.682291667,,,
119,0.458381255,7.747395833,,,
120,0.440913765,7.8125,,,
121,0.383187704,7.877604167,,,
122,0.322960911,7.942708333,,,
123,0.254856813,8.0078125,,,
124,0.192787556,8.072916667,,,
125,0.094956872,8.138020833,,,
126,0.076515064,8.203125,,,
127,0.011842692,8.268229167,,,
128,-0.084712984,8.333333333,,,
129,-0.023705586,8.3984375,,,
130,-0.068371047,8.463541667,,,
131,-0.183279079,8.528645833,,,
132,-0.172354172,8.59375,,,
133,-0.285688325,8.658854167,,,
134,-0.395832213,8.723958333,,,
135,-0.382564488,8.7890625,,,
136,-0.4330532,8.854166667,,,
137,-0.341684476,8.919270833,,,
138,-0.516329339,8.984375,,,
139,-0.537286278,9.049479167,,,
140,-0.525651528,9.114583333,,,
141,-0.554613386,9.1796875,,,
142,-0.623857034,9.244791667,,,
143,-0.654513128,9.309895833,,,
144,-0.685366824,9.375,,,
145,-0.607865797,9.440104167,,,
146,-0.720261205,9.505208333,,,
147,-0.657148106,9.5703125,,,
148,-0.652223239,9.635416667,,,
149,-0.654324681,9.700520833,,,
150,-0.790094466,9.765625,,,
151,-0.725786115,9.830729167,,,
152,-0.672444473,9.895833333,,,
153,-0.7179043,9.9609375,,,
154,-0.645299577,10.02604167,,,
155,-0.762895102,10.09114583,,,
156,-0.726350458,10.15625,,,
157,-0.742366125,10.22135417,,,
158,-0.58775563,10.28645833,,,
159,-0.651378842,10.3515625,,,
160,-0.729968719,10.41666667,,,
161,-0.715972157,10.48177083,,,
162,-0.68656432,10.546875,,,
163,-0.638361824,10.61197917,,,
164,-0.711651557,10.67708333,,,
165,-0.751997194,10.7421875,,,
166,-0.721132164,10.80729167,,,
167,-0.664117393,10.87239583,,,
168,-0.663072151,10.9375,,,
169,-0.733010911,11.00260417,,,
170,-0.739121468,11.06770833,,,
171,-0.642766791,11.1328125,,,
172,-0.810517174,11.19791667,,,
173,-0.789963544,11.26302083,,,
174,-0.815107917,11.328125,,,
175,-0.76544902,11.39322917,,,
176,-0.736974823,11.45833333,,,
177,-0.788543556,11.5234375,,,
178,-0.85762741,11.58854167,,,
179,-0.912157083,11.65364583,,,
180,-0.812820177,11.71875,,,
181,-0.836518783,11.78385417,,,
182,-0.947295243,11.84895833,,,
183,-0.958029712,11.9140625,,,
184,-0.894057876,11.97916667,,,
185,-1.003060247,12.04427083,,,
186,-0.922703048,12.109375,,,
187,-0.933525631,12.17447917,,,
188,-0.956701471,12.23958333,,,
189,-0.921280198,12.3046875,,,
190,-0.82829477,12.36979167,,,
191,-0.985300693,12.43489583,,,
192,-0.958720182,12.5,,,
193,-1.020368943,12.56510417,,,
194,-1.007601856,12.63020833,,,
195,-0.963917919,12.6953125,,,
196,-0.90145618,12.76041667,,,
197,-0.83248634,12.82552083,,,
198,-0.92281583,12.890625,,,
199,-0.871330159,12.95572917,,,
200,-0.949113198,13.02083333,,,
201,-0.865726814,13.0859375,,,
202,-0.861247202,13.15104167,,,
203,-0.891754342,13.21614583,,,
204,-0.897350762,13.28125,,,
205,-0.855467169,13.34635417,,,
206,-0.907943506,13.41145833,,,
207,-0.848935656,13.4765625,,,
208,-0.785583725,13.54166667,,,
209,-0.783702976,13.60677083,,,
210,-0.640373034,13.671875,,,
211,-0.705978745,13.73697917,,,
212,-0.692176295,13.80208333,,,
213,-0.730522397,13.8671875,,,
214,-0.622769704,13.93229167,,,
215,-0.657800617,13.99739583,,,
216,-0.660988913,14.0625,,,
217,-0.691832827,14.12760417,,,
218,-0.771033762,14.19270833,,,
219,-0.674056656,14.2578125,,,
220,-0.725915435,14.32291667,,,
221,-0.691005491,14.38802083,,,
222,-0.721703574,14.453125,,,
223,-0.674479252,14.51822917,,,
224,-0.704346142,14.58333333,,,
225,-0.754944752,14.6484375,,,
226,-0.763053541,14.71354167,,,
227,-0.712409698,14.77864583,,,
228,-0.671565839,14.84375,,,
229,-0.66189131,14.90885417,,,
230,-0.681855484,14.97395833,,,
231,-0.729774463,15.0390625,,,
232,-0.684444378,15.10416667,,,
233,-0.732600454,15.16927083,,,
234,-0.763073436,15.234375,,,
235,-0.647250486,15.29947917,,,
236,-0.75905828,15.36458333,,,
237,-0.751079146,15.4296875,,,
238,-0.700347904,15.49479167,,,
239,-0.577924557,15.55989583,,,
240,-0.713379906,15.625,,,
241,-0.676998455,15.69010417,,,
