,amplitude (in pu),timestamps (in ms),,parameters,values
0,-0.066940513,0,,waveform frequency,60
1,0.014852448,0.065104167,,signal duration in ms,1000
2,0.078682808,0.130208333,,signal sample per cycle,256
3,0.099935509,0.1953125,,,
4,0.141336073,0.260416667,,a3_parameter,0.15
5,0.399436652,0.325520833,,a5_parameter,0.15
6,0.280466515,0.390625,,,
7,0.358613958,0.455729167,,,
8,0.39182976,0.520833333,,,
9,0.463654272,0.5859375,,,
10,0.444425449,0.651041667,,,
11,0.511009932,0.716145833,,,
12,0.546349717,0.78125,,,
13,0.566560773,0.846354167,,,
14,0.677525886,0.911458333,,,
15,0.628332333,0.9765625,,,
16,0.679247325,1.041666667,,,
17,0.620240112,1.106770833,,,
18,0.61324866,1.171875,,,
19,0.667820803,1.236979167,,,
20,0.651062229,1.302083333,,,
21,0.735756523,1.3671875,,,
22,0.670199611,1.432291667,,,
23,0.738153476,1.497395833,,,
24,0.734924307,1.5625,,,
25,0.683630737,1.627604167,,,
26,0.741030268,1.692708333,,,
27,0.702053301,1.7578125,,,
28,0.711006633,1.822916667,,,
29,0.773486139,1.888020833,,,
30,0.760708763,1.953125,,,
31,0.677926809,2.018229167,,,
32,0.714054063,2.083333333,,,
33,0.605447026,2.1484375,,,
34,0.580089057,2.213541667,,,
35,0.652119827,2.278645833,,,
36,0.821888194,2.34375,,,
37,0.691894613,2.408854167,,,
38,0.692552832,2.473958333,,,
39,0.748579588,2.5390625,,,
40,0.740508584,2.604166667,,,
41,0.649475139,2.669270833,,,
42,0.697389942,2.734375,,,
43,0.725453661,2.799479167,,,
44,0.735903302,2.864583333,,,
45,0.686083693,2.9296875,,,
46,0.835642611,2.994791667,,,
47,0.723019128,3.059895833,,,
48,0.77368975,3.125,,,
49,0.76787437,3.190104167,,,
50,0.81730078,3.255208333,,,
51,0.77786887,3.3203125,,,
52,0.814999387,3.385416667,,,
53,0.985204204,3.450520833,,,
54,0.89880676,3.515625,,,
55,0.980774847,3.580729167,,,
56,0.916319902,3.645833333,,,
57,0.902427648,3.7109375,,,
58,0.92722514,3.776041667,,,
59,0.911466429,3.841145833,,,
60,1.090040972,3.90625,,,
61,0.954527088,3.971354167,,,
62,0.875080628,4.036458333,,,
63,0.955184327,4.1015625,,,
64,0.874712055,4.166666667,,,
65,1.003511351,4.231770833,,,
66,1.058766139,4.296875,,,
67,0.877745547,4.361979167,,,
68,0.960266309,4.427083333,,,
69,0.902298719,4.4921875,,,
70,0.88139647,4.557291667,,,
71,0.900402372,4.622395833,,,
72,0.898000811,4.6875,,,
73,0.893966764,4.752604167,,,
74,0.994077942,4.817708333,,,
75,0.774574007,4.8828125,,,
76,0.900630821,4.947916667,,,
77,0.87399769,5.013020833,,,
78,0.856623722,5.078125,,,
79,0.789461885,5.143229167,,,
80,0.765680512,5.208333333,,,
81,0.819613377,5.2734375,,,
