,amplitude (in pu),timestamps (in ms),,parameters,values
0,-0.11773263,0,,waveform frequency,60
1,-0.044546874,0.065104167,,signal duration in ms,1000
2,0.068778281,0.130208333,,signal sample per cycle,256
3,0.120875494,0.1953125,,,
4,0.139596955,0.260416667,,swell duration in cycles,20
5,0.215031888,0.325520833,,swell magnitude,1.2
6,0.161161452,0.390625,,,
7,0.103964004,0.455729167,,,
8,0.188487989,0.520833333,,,
9,0.148149999,0.5859375,,,
10,0.217829513,0.651041667,,,
11,0.266060838,0.716145833,,,
12,0.284758718,0.78125,,,
13,0.3333033,0.846354167,,,
14,0.345129042,0.911458333,,,
15,0.364809627,0.9765625,,,
16,0.313680453,1.041666667,,,
17,0.412630012,1.106770833,,,
18,0.418625206,1.171875,,,
19,0.484231699,1.236979167,,,
20,0.461948347,1.302083333,,,
21,0.442428338,1.3671875,,,
22,0.598739901,1.432291667,,,
23,0.493362383,1.497395833,,,
24,0.642520224,1.5625,,,
25,0.599544872,1.627604167,,,
26,0.638100135,1.692708333,,,
27,0.651030472,1.7578125,,,
28,0.620135115,1.822916667,,,
29,0.642890471,1.888020833,,,
30,0.617500299,1.953125,,,
31,0.650470777,2.018229167,,,
32,0.672108279,2.083333333,,,
33,0.727264044,2.1484375,,,
34,0.783789384,2.213541667,,,
35,0.764030772,2.278645833,,,
36,0.799249345,2.34375,,,
37,0.814597655,2.408854167,,,
38,0.92753813,2.473958333,,,
39,0.87113634,2.5390625,,,
40,0.806174099,2.604166667,,,
41,0.837406761,2.669270833,,,
42,0.865321206,2.734375,,,
43,0.847321888,2.799479167,,,
44,0.940991557,2.864583333,,,
45,0.832963766,2.9296875,,,
46,0.979549105,2.994791667,,,
47,0.918214828,3.059895833,,,
48,0.83431101,3.125,,,
49,0.972441807,3.190104167,,,
50,0.997957291,3.255208333,,,
51,0.931674523,3.3203125,,,
52,0.948366972,3.385416667,,,
53,0.968926187,3.450520833,,,
54,0.943235215,3.515625,,,
55,0.990313096,3.580729167,,,
56,0.964510023,3.645833333,,,
57,1.049135325,3.7109375,,,
58,0.960324302,3.776041667,,,
59,1.012528162,3.841145833,,,
60,1.001268516,3.90625,,,
61,0.979818218,3.971354167,,,
62,1.02033133,4.036458333,,,
63,1.098521864,4.1015625,,,
64,1.000514073,4.166666667,,,
65,1.026067843,4.231770833,,,
66,0.937113581,4.296875,,,
67,1.008195806,4.361979167,,,
68,0.950995134,4.427083333,,,
69,1.048970989,4.4921875,,,
70,1.041256521,4.557291667,,,
71,0.977331262,4.622395833,,,
72,0.990917893,4.6875,,,
73,1.018046528,4.752604167,,,
74,0.930690424,4.817708333,,,
75,1.008152872,4.8828125,,,
76,1.022744693,4.947916667,,,
77,0.849413035,5.013020833,,,
