,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,275,0,0,25,0,0
2,harmonics,0,0,0,80,156,0,0,64,0,0
3,interruptions,0,0,231,30,35,0,1,1,0,2
4,interruptions_harmonics,0,0,28,212,49,0,0,11,0,0
5,osc_transients,0,0,0,0,281,0,0,2,0,17
6,sags,0,0,28,1,144,0,24,3,0,100
7,sags_harmonics,0,0,9,57,157,0,25,51,0,1
8,spikes,0,0,0,0,254,0,0,21,0,25
9,swells,0,0,0,0,286,0,0,10,0,4
10,swells_harmonics,0,0,0,0,288,0,0,2,0,10
11,,,,,,,,,,,
12,Classification accuracy,0.26000,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.19234,,,,,,,,,
