,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,300,0,0,0
2,harmonics,0,0,0,0,0,0,300,0,0,0
3,interruptions,0,0,16,242,0,0,42,0,0,0
4,interruptions_harmonics,0,0,10,121,0,0,169,0,0,0
5,osc_transients,0,0,0,0,76,0,223,0,1,0
6,sags,0,0,3,15,0,0,282,0,0,0
7,sags_harmonics,0,0,0,6,0,0,294,0,0,0
8,spikes,0,0,0,0,0,0,300,0,0,0
9,swells,0,0,0,0,0,0,300,0,0,0
10,swells_harmonics,0,0,0,0,6,0,241,3,6,44
11,,,,,,,,,,,
12,Classification accuracy,0.18367,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.13185,,,,,,,,,
