,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,300,0
2,harmonics,0,289,0,0,0,0,11,0,0,0
3,interruptions,0,0,256,7,0,4,0,1,32,0
4,interruptions_harmonics,0,0,0,261,0,0,39,0,0,0
5,osc_transients,0,0,0,0,225,0,1,3,71,0
6,sags,21,0,18,0,41,120,43,11,46,0
7,sags_harmonics,0,0,0,17,0,0,283,0,0,0
8,spikes,0,0,0,0,1,0,0,149,148,2
9,swells,0,0,0,0,0,0,0,0,300,0
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.72767,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.71015,,,,,,,,,
