,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,0,0,275,25
2,harmonics,0,286,0,0,0,0,14,0,0,0
3,interruptions,0,0,0,300,0,0,0,0,0,0
4,interruptions_harmonics,0,0,0,251,2,4,43,0,0,0
5,osc_transients,0,0,0,9,141,0,0,0,68,82
6,sags,0,0,0,109,0,0,131,0,53,7
7,sags_harmonics,0,0,0,18,1,5,272,0,0,4
8,spikes,0,0,0,10,0,0,0,0,7,283
9,swells,0,0,0,0,0,0,0,0,73,227
10,swells_harmonics,0,0,0,0,21,0,0,2,0,277
11,,,,,,,,,,,
12,Classification accuracy,0.43333,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.34498,,,,,,,,,
