,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,300,0,0,0,0,0,0,0,0,0
2,harmonics,0,300,0,0,0,0,0,0,0,0
3,interruptions,0,0,297,0,0,3,0,0,0,0
4,interruptions_harmonics,0,0,0,280,0,0,20,0,0,0
5,osc_transients,4,0,0,0,287,0,0,4,3,2
6,sags,0,0,27,0,8,265,0,0,0,0
7,sags_harmonics,0,0,0,28,0,0,272,0,0,0
8,spikes,0,0,0,0,1,0,0,264,35,0
9,swells,0,0,0,0,0,0,0,0,300,0
10,swells_harmonics,0,0,0,0,0,0,1,0,0,299
11,,,,,,,,,,,
12,Classification accuracy,0.95467,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.95449,,,,,,,,,
