,0,1,2,3,4,5,6,7,8,9,10
0,category,flickers,harmonics,interruptions,interruptions_harmonics,osc_transients,sags,sags_harmonics,spikes,swells,swells_harmonics
1,flickers,0,0,0,0,0,0,4,0,251,45
2,harmonics,0,263,0,0,0,0,37,0,0,0
3,interruptions,0,0,15,265,0,0,20,0,0,0
4,interruptions_harmonics,0,0,0,233,0,0,67,0,0,0
5,osc_transients,0,0,0,0,188,0,0,0,38,74
6,sags,0,0,0,19,10,0,190,4,77,0
7,sags_harmonics,0,0,0,6,0,0,293,0,0,1
8,spikes,0,0,0,0,0,0,2,0,122,176
9,swells,0,0,0,0,0,0,0,0,142,158
10,swells_harmonics,0,0,0,0,0,0,0,0,0,300
11,,,,,,,,,,,
12,Classification accuracy,0.47800,,,,,,,,,
13,,,,,,,,,,,
14,Macro-F1 score,0.38672,,,,,,,,,
