event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_4084,7/23/2006 13:29:45.9930,Site0005,0.916999996,309.2649841,-6141.192871,5569.216309,-2080.70874,-2096.384033,4206.04541,Site0005,7/23/2006 13:29:45.9930
,,,0.917130238,618.5299683,-6276.570313,5358.35498,-1912.731567,-2253.674072,4201.130371,Site0005,7/23/2006 13:29:45.9930
,,,0.91726048,952.5361938,-6387.333008,5159.897461,-1743.528442,-2403.591553,4188.842773,Site0005,7/23/2006 13:29:45.9930
,,,0.917390722,1286.542358,-6485.789063,4949.036133,-1569.420776,-2552.279785,4167.954102,Site0005,7/23/2006 13:29:45.9930
,,,0.917520965,1595.807373,-6571.937988,4738.175293,-1394.087036,-2696.052979,4139.692383,Site0005,7/23/2006 13:29:45.9930
,,,0.917651207,1917.442993,-6645.780273,4527.313965,-1212.622803,-2831.224365,4095.457031,Site0005,7/23/2006 13:29:45.9930
,,,0.917781449,2226.708008,-6719.62207,4304.049316,-1028.706299,-2959.022705,4036.476563,Site0005,7/23/2006 13:29:45.9930
,,,0.917911691,2535.9729,-6781.157227,4080.784424,-839.8853149,-3073.303711,3967.666016,Site0005,7/23/2006 13:29:45.9930
,,,0.918041934,2832.867432,-6805.770996,3832.712402,-653.5166016,-3177.754395,3886.567871,Site0005,7/23/2006 13:29:45.9930
,,,0.918172176,3117.391113,-6830.385254,3584.640381,-467.1478882,-3277.289551,3799.325928,Site0005,7/23/2006 13:29:45.9930
,,,0.918302418,3389.544434,-6830.385254,3336.568359,-279.5530701,-3369.451904,3699.796387,Site0005,7/23/2006 13:29:45.9930
,,,0.91843266,3674.068115,-6818.078125,3063.689209,-87.05381012,-3451.783447,3586.750488,Site0005,7/23/2006 13:29:45.9930
,,,0.918562903,3921.480225,-6781.157227,2790.810059,109.1237869,-3525.513184,3462.645752,Site0005,7/23/2006 13:29:45.9930
,,,0.918693145,4144.150879,-6731.929199,2480.719971,306.5274963,-3590.641113,3325.024658,Site0005,7/23/2006 13:29:45.9930
,,,0.918823387,4379.192383,-6658.086914,2183.033447,502.7050781,-3644.709717,3180.031006,Site0005,7/23/2006 13:29:45.9930
,,,0.918953629,4601.863281,-6547.324219,1872.943604,696.430481,-3690.176514,3030.12207,Site0005,7/23/2006 13:29:45.9930
,,,0.919083872,4799.79248,-6411.947266,1550.449951,886.4775391,-3729.499023,2875.29834,Site0005,7/23/2006 13:29:45.9930
,,,0.919214114,4985.351563,-6276.570313,1227.956421,1082.655151,-3765.13501,2710.644531,Site0005,7/23/2006 13:29:45.9930
,,,0.919344356,5183.28125,-6116.579102,880.6555786,1277.606567,-3794.626953,2541.075684,Site0005,7/23/2006 13:29:45.9930
,,,0.919474598,5368.840332,-5956.587891,520.9511719,1471.332031,-3819.203613,2364.134277,Site0005,7/23/2006 13:29:45.9930
,,,0.919604841,5529.658203,-5796.597168,173.6503906,1662.605103,-3836.407227,2187.192871,Site0005,7/23/2006 13:29:45.9930
,,,0.919735083,5702.84668,-5611.992188,-173.6503906,1844.069458,-3838.864746,2005.336304,Site0005,7/23/2006 13:29:45.9930
,,,0.919865325,5851.293457,-5415.080078,-533.3547974,2020.629272,-3832.720703,1817.33606,Site0005,7/23/2006 13:29:45.9930
,,,0.919995567,5987.370117,-5230.475098,-868.2519531,2191.058594,-3817.974854,1631.793335,Site0005,7/23/2006 13:29:45.9930
,,,0.92012581,6098.705566,-5021.255859,-1240.359985,2357.80957,-3798.313477,1441.335449,Site0005,7/23/2006 13:29:45.9930
,,,0.920256052,6210.041016,-4824.344238,-1587.660767,2518.429932,-3768.821533,1248.420166,Site0005,7/23/2006 13:29:45.9930
,,,0.920386294,6296.635254,-4602.817871,-1910.154419,2671.693604,-3728.270264,1053.047363,Site0005,7/23/2006 13:29:45.9930
,,,0.920516536,6383.229492,-4381.291992,-2232.647949,2817.60083,-3671.743896,851.5307007,Site0005,7/23/2006 13:29:45.9930
,,,0.920646779,6432.711914,-4147.458984,-2579.94873,2952.4729,-3601.700684,648.7852783,Site0005,7/23/2006 13:29:45.9930
,,,0.920777021,6482.194336,-3889.011963,-2890.038818,3077.536133,-3525.513184,447.2686462,Site0005,7/23/2006 13:29:45.9930
,,,0.920907263,6519.306152,-3630.564941,-3212.532227,3190.338135,-3439.495117,249.4382782,Site0005,7/23/2006 13:29:45.9930
,,,0.921037505,6556.417969,-3372.118164,-3497.815186,3298.23584,-3347.332764,51.6079216,Site0005,7/23/2006 13:29:45.9930
,,,0.921167748,6568.788574,-3089.057129,-3783.0979,3397.550781,-3241.653564,-149.9087219,Site0005,7/23/2006 13:29:45.9930
,,,0.92129799,6556.417969,-2793.688965,-4068.380615,3488.282959,-3126.143555,-353.8828735,Site0005,7/23/2006 13:29:45.9930
,,,0.921428232,6519.306152,-2498.321045,-4316.452637,3566.753906,-2999.573975,-557.8570557,Site0005,7/23/2006 13:29:45.9930
,,,0.921558474,6457.453125,-2178.339111,-4576.928223,3637.868408,-2866.860352,-760.602417,Site0005,7/23/2006 13:29:45.9930
,,,0.921688717,6370.858887,-1833.743042,-4800.192871,3699.173828,-2726.773682,-955.9752808,Site0005,7/23/2006 13:29:45.9930
,,,0.921818959,6271.894043,-1501.453979,-5011.054199,3754.348877,-2586.687012,-1148.890625,Site0005,7/23/2006 13:29:45.9930
,,,0.921949201,6148.187988,-1156.858032,-5221.915527,3803.393066,-2440.456299,-1344.263428,Site0005,7/23/2006 13:29:45.9930
,,,0.922079443,5987.370117,-824.5690308,-5420.373047,3848.759277,-2285.623779,-1540.86499,Site0005,7/23/2006 13:29:45.9930
,,,0.922209686,5838.922852,-479.9729919,-5606.427246,3887.994873,-2124.646973,-1736.237915,Site0005,7/23/2006 13:29:45.9930
,,,0.922339928,5665.734863,-135.3769989,-5780.077637,3919.873535,-1959.983765,-1930.381958,Site0005,7/23/2006 13:29:45.9930
,,,0.92247017,5492.546387,233.8330078,-5953.728027,3941.943604,-1789.176392,-2114.696045,Site0005,7/23/2006 13:29:45.9930
,,,0.922600412,5306.987305,578.4290161,-6090.16748,3955.430908,-1617.140259,-2295.32373,Site0005,7/23/2006 13:29:45.9930
,,,0.922730655,5133.798828,935.3320313,-6226.606934,3961.561279,-1445.104004,-2471.036377,Site0005,7/23/2006 13:29:45.9930
,,,0.922860897,4935.869141,1292.234985,-6350.643066,3961.561279,-1269.381348,-2640.605225,Site0005,7/23/2006 13:29:45.9930
,,,0.922991139,4737.939941,1624.524048,-6462.275391,3952.978516,-1093.658691,-2806.487793,Site0005,7/23/2006 13:29:45.9930
,,,0.923121381,4527.639648,1969.119995,-6561.504395,3934.586914,-914.2495117,-2964.997803,Site0005,7/23/2006 13:29:45.9930
,,,0.923251624,4304.96875,2301.408936,-6623.522461,3902.708008,-734.840332,-3116.135254,Site0005,7/23/2006 13:29:45.9930
,,,0.923381866,4094.668457,2633.697998,-6697.943848,3857.342041,-549.2869873,-3257.442871,Site0005,7/23/2006 13:29:45.9930
,,,0.923512108,3871.997803,2953.679932,-6759.961914,3798.48877,-366.1913452,-3385.233887,Site0005,7/23/2006 13:29:45.9930
,,,0.92364235,3624.585693,3273.662109,-6797.172852,3732.278809,-186.7821503,-3505.652344,Site0005,7/23/2006 13:29:45.9930
,,,0.923772593,3364.803223,3581.337158,-6809.576172,3657.486084,-9.830639839,-3616.240723,Site0005,7/23/2006 13:29:45.9930
,,,0.923902835,3117.391113,3852.091064,-6834.383301,3572.884521,169.578537,-3716.999023,Site0005,7/23/2006 13:29:45.9930
,,,0.924033077,2832.867432,4122.845215,-6834.383301,3474.795654,350.2165527,-3807.927246,Site0005,7/23/2006 13:29:45.9930
,,,0.924163319,2548.343506,4393.599121,-6821.97998,3364.445801,534.5410156,-3889.025391,Site0005,7/23/2006 13:29:45.9930
,,,0.924293561,2263.819824,4627.432129,-6772.365234,3244.287109,716.4078979,-3957.835938,Site0005,7/23/2006 13:29:45.9930
,,,0.924423804,1942.184204,4836.650879,-6697.943848,3119.223877,892.1305542,-4015.587646,Site0005,7/23/2006 13:29:45.9930
,,,0.924554046,1620.548584,5045.870117,-6611.118652,2989.256104,1062.937988,-4064.738037,Site0005,7/23/2006 13:29:45.9930
,,,0.924684288,1298.912964,5255.088867,-6499.486328,2855.610107,1236.203003,-4108.973633,Site0005,7/23/2006 13:29:45.9930
,,,0.92481453,940.1655884,5427.387207,-6363.046875,2710.929199,1410.696777,-4145.836426,Site0005,7/23/2006 13:29:45.9930
,,,0.924944773,606.1593628,5599.685059,-6201.799805,2563.795898,1587.648315,-4177.78418,Site0005,7/23/2006 13:29:45.9930
,,,0.925075015,272.1531982,5771.98291,-6040.553223,2409.306152,1759.68457,-4199.901855,Site0005,7/23/2006 13:29:45.9930
,,,0.925205257,-49.48239899,5919.666992,-5854.499023,2249.911865,1928.03418,-4213.417969,Site0005,7/23/2006 13:29:45.9930
,,,0.925335499,-395.8591919,6055.043945,-5668.445313,2088.065186,2087.782227,-4214.646973,Site0005,7/23/2006 13:29:45.9930
,,,0.925465742,-717.494812,6190.420898,-5482.391113,1922.540405,2245.072266,-4210.960449,Site0005,7/23/2006 13:29:45.9930
,,,0.925595984,-1039.130371,6301.184082,-5259.126465,1753.33728,2396.218506,-4196.215332,Site0005,7/23/2006 13:29:45.9930
,,,0.925726226,-1373.136597,6411.947266,-5035.861328,1580.455811,2544.906982,-4176.555176,Site0005,7/23/2006 13:29:45.9930
,,,0.925856468,-1682.401611,6498.096191,-4825.000488,1406.348145,2688.679932,-4149.522461,Site0005,7/23/2006 13:29:45.9930
,,,0.925986711,-1979.295898,6584.245117,-4614.13916,1224.883911,2823.851318,-4106.516113,Site0005,7/23/2006 13:29:45.9930
,,,0.926116953,-2313.302246,6658.086914,-4390.874512,1038.515137,2947.963135,-4048.76416,Site0005,7/23/2006 13:29:45.9930
