event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_1106,6/16/2005 15:37:29.7020,Site0009_F_0000061,-0.016666667,2727.87793,-18356.79102,15680.72656,-26.94779205,-163.7596588,252.8946533,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.015625,9817.313477,-19413.65234,9720.541992,59.07785034,-223.8739624,192.7803497,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.014583333,15509.28223,-18200.58594,2271.453857,128.5202332,-233.2020416,102.608902,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.013541667,18989.23242,-14045.52441,-5426.800781,188.6345367,-198.9990845,-3.109360695,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.0125,19167.5332,-7398.035645,-11935.60938,219.7281494,-134.7389526,-93.28081512,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.011458333,17219.1582,400.0379944,-17050.76172,219.7281494,-66.33302307,-171.0148315,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.010416667,12235.06641,7787.40625,-19279.54492,174.1241913,23.8384304,-245.6394806,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.009375,5055.718262,13970.85059,-18666.91602,107.7911682,93.28081512,-270.5143738,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.008333333,-2712.638428,18343.83594,-15679.20313,33.16651154,161.6867523,-250.8217468,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.007291667,-9772.356445,19403.74609,-9744.924805,-53.89558411,220.7646027,-186.5616302,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.00625,-15487.94629,18192.96484,-2285.169434,-127.4837799,226.9833221,-104.6818085,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.005208333,-18990.75586,14040.19043,5442.802246,-189.67099,198.9990845,-5.182267666,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.004166667,-19169.05859,7396.511719,11944.75293,-225.9468689,139.9212189,93.28081512,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.003125,-17229.82617,-379.4645996,17037.80859,-219.7281494,67.36947632,173.087738,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.002083333,-12264.02148,-7776.738281,19290.97461,-176.1970978,-12.43744278,241.4936676,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,-0.001041667,-5095.34082,-13963.99219,18681.39258,-111.9369812,-91.20790863,269.4779053,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0,2730.926025,-18276.02148,16153.91504,-24.87488556,-152.3586731,244.6030273,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.001041667,9816.550781,-19344.3125,10209.73145,50.78622437,-216.6187897,180.3429108,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.002083333,15528.33105,-18147.24609,2763.690918,125.4108734,-235.2749481,102.608902,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.003125,19021.23438,-14008.1875,-4939.135742,191.7438965,-197.962616,2.072906971,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.004166667,19216.30078,-7380.510254,-11450.99219,221.8010559,-138.8847656,-96.39017487,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.005208333,17281.64063,414.5155334,-16561.57227,216.6187897,-68.40592957,-174.1241913,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.00625,12317.36035,7820.933105,-18823.88281,179.3064575,20.72907066,-242.5301208,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.007291667,5150.203125,14013.52148,-18232.58789,107.7911682,99.49954224,-273.6237183,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.008333333,-2625.01123,18391.8418,-15254.78125,26.94779205,163.7596588,-252.8946533,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.009375,-9688.539063,19473.84961,-9333.458008,-51.82267761,218.6916962,-188.6345367,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.010416667,-15405.65332,18284.40234,-1884.369385,-125.4108734,229.0562286,-103.6453552,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.011458333,-18935.89258,14141.5332,5848.174316,-184.4887238,201.071991,-6.21872139,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.0125,-19167.5332,7474.995605,12265.5459,-221.8010559,139.9212189,97.42662811,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.013541667,-17225.25391,-329.1741028,15376.69824,-267.4049988,27.9842453,512.0080566,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.014583333,-12683.10938,-8069.337402,16904.46289,-222.8375092,-49.74977112,1124.552124,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.015625,-5336.125488,-14454.70605,16959.32422,-207.2907104,-114.0098877,1623.086182,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.016666667,3377.844482,-18350.69531,13658.43945,-291.2434387,-193.816803,1980.66272,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.017708333,8963.136719,-19148.48438,9706.826172,-116.0827942,-294.3528137,2016.938599,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.01875,14798.35742,-18180.01172,3301.646729,89.13500214,-305.7537842,1805.502075,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.019791667,19116.48242,-13965.5166,-3410.609619,207.2907104,-241.4936676,1345.31665,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.020833333,19476.89648,-6449.374023,-9011.90332,310.9360657,-258.0769348,727.5903931,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.021875,17917.89258,784.0744629,-13497.66211,316.1183167,-189.67099,21.76552391,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.022916667,13114.3877,7636.534668,-16107.43457,251.8582001,21.76552391,-691.3145142,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.023958333,5481.663086,14507.28223,-16181.3457,183.4522705,104.6818085,-1247.890015,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.025,-2333.935791,18591.47852,-13642.43848,123.3379669,176.1970978,-1643.815308,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.026041667,-9094.197266,19497.4707,-9210.779297,15.54680252,241.4936676,-1761.970947,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.027083333,-15176.29785,18074.09766,-3474.615723,-118.1557007,263.2591858,-1608.575928,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.028125,-19178.96289,13643.2002,3202.589844,-210.4000702,253.9311066,-1187.775757,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.029166667,-19511.94727,6859.317871,8808.455078,-276.7330933,210.4000702,-585.5962524,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.030208333,-17923.98828,-829.0310669,13480.89941,-298.4986267,166.8690186,104.6818085,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.03125,-13278.21289,-8191.253906,16179.05957,-231.1291351,66.33302307,777.3401489,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.032291667,-5748.355469,-14472.99316,16203.44336,-169.9783783,-7.255174637,1349.462524,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.033333333,2812.45752,-18455.84766,13663.01172,-183.4522705,-70.47883606,1784.772949,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.034375,8981.423828,-19241.44531,9664.917969,-68.40592957,-190.7074432,1901.892212,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.035416667,14718.34961,-17848.55273,3759.594971,138.8847656,-254.9675598,1753.679321,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.036458333,19190.39258,-13711.01563,-3009.047607,258.0769348,-240.4572144,1329.769897,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.0375,19611.00391,-6405.179688,-8602.72168,332.7015686,-272.5872803,729.663269,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.038541667,18058.0957,846.5565796,-13193.63379,326.4828491,-225.9468689,30.05715179,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.039583333,13380.31836,7586.244141,-15814.07324,257.0404663,-16.58325577,-680.9499512,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.040625,5787.978027,14453.94336,-16102.8623,173.087738,72.55175018,-1252.035889,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.041666667,-2274.501709,18495.4707,-13752.9248,105.7182617,145.1035004,-1683.200562,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.042708333,-9088.863281,19348.88477,-9483.567383,1.036453485,223.8739624,-1835.559204,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.04375,-15167.1543,17846.26563,-3741.307617,-133.7024994,273.6237183,-1708.075439,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.044791667,-19214.77734,13616.53125,2974.758545,-222.8375092,254.9675598,-1296.603394,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.045833333,-19628.53125,6834.172852,8582.910156,-290.2070007,186.5616302,-700.6425781,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.046875,-17952.94336,-807.6957397,13244.68652,-295.3892517,136.8118591,-7.255174637,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.047916667,-13339.1709,-8061.717773,15887.98438,-236.3114014,6.21872139,675.7677002,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.048958333,-5869.509766,-14491.28027,15923.79785,-158.5773926,-82.91628265,1245.817139,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.05,2550.337402,-18519.0918,13253.83008,-147.1764069,-153.3951263,1675.945313,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.051041667,9051.526367,-19367.93359,9128.485352,-46.64040756,-238.3843079,1812.757202,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.052083333,14796.07129,-17929.32227,3342.793457,122.3015137,-279.8424377,1668.690186,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.053125,19152.29492,-13853.50586,-3424.325195,226.9833221,-247.7123871,1260.327515,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.054166667,19567.57227,-6677.967285,-9052.288086,305.7537842,-221.8010559,662.2938232,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.055208333,17923.22461,824.4592285,-13648.53418,308.8631592,-175.1606445,-30.05715179,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.05625,13278.97461,7606.817383,-16185.15527,243.5665741,0,-702.7155151,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.057291667,5762.070801,14373.93652,-16368.03027,172.0512848,91.20790863,-1245.817139,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.058333333,-2318.696289,18499.2793,-14021.90234,108.8276215,155.4680328,-1635.523682,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.059375,-9079.71875,19396.12695,-9684.729492,1.036453485,223.8739624,-1768.189697,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.060416667,-15095.52832,17900.36719,-3972.94873,-139.9212189,259.1133728,-1614.794556,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.061458333,-19233.06445,13652.34375,2660.823975,-230.0926819,250.8217468,-1187.775757,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.0625,-19659.00977,6859.317871,8292.59668,-301.6079712,178.2700043,-577.3046265,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.063541667,-17865.31445,-704.8287964,13304.12012,-313.0089722,132.6660461,83.9527359,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.064583333,-13400.8916,-8169.156738,18176.96484,-187.5980835,92.24436188,263.2591858,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.065625,-5423.75293,-13890.08105,18203.63281,-109.8640747,-7.255174637,256.0040283,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.066666667,2402.513916,-18146.48438,15667.01172,-15.54680252,-94.31726837,256.0040283,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.067708333,9094.958984,-19502.04297,9927.038086,118.1557007,-147.1764069,231.1291351,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.06875,15039.9043,-18149.5332,2717.210449,232.1655884,-191.7438965,177.233551,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.069791667,19068.47656,-13917.51172,-4610.723633,288.1340942,-191.7438965,58.04139709,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.070833333,19441.8457,-7282.215332,-11256.6875,303.6808777,-173.087738,-42.49459457,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.071875,17526.23633,313.9345703,-16620.24414,278.8059998,-119.1921539,-127.4837799,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.072916667,12632.81836,7454.421875,-18887.88867,208.3271637,-21.76552391,-204.1813507,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.073958333,5645.488281,13807.78711,-18409.36719,109.8640747,65.29656982,-254.9675598,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.075,-2234.116943,18277.54492,-15599.95703,0,135.7754059,-272.5872803,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.076041667,-9422.609375,19284.87891,-9958.279297,-104.6818085,193.816803,-231.1291351,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.077083333,-15305.83398,18016.1875,-2817.79126,-191.7438965,231.1291351,-167.9054718,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.078125,-18993.04102,13988.37598,4857.604004,-259.1133728,221.8010559,-63.22366333,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.079166667,-19349.64648,7485.663086,11448.70605,-280.8789063,165.8325653,40.42168808,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.080208333,-17430.22656,-267.4539795,16533.37891,-263.2591858,90.17145538,136.8118591,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.08125,-12622.15039,-7582.434082,18787.30664,-202.1084442,-11.40098858,218.6916962,Site0009_F_0000061,6/16/2005 15:37:29.7020
,,,0.082291667,-5497.665039,-13781.87988,18226.49219,-120.2286072,-117.1192474,283.9882507,Site0009_F_0000061,6/16/2005 15:37:29.7020
