event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_0306,3/23/2005 07:14:08.2700,Site0009_F_0000063,-0.016666667,-4779.882324,-13949.51465,18852.07617,-49.74977112,-55.9684906,119.1921539,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.015625,2589.198242,-18487.84961,15535.18945,0,-71.51529694,83.9527359,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.014583333,9331.171875,-19666.62891,9467.56543,36.27587509,-87.06209564,57.00494385,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.013541667,15238.78027,-18367.45898,1809.695679,90.17145538,-69.44238281,21.76552391,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.0125,18972.46875,-13884.74707,-5163.918945,111.9369812,-53.89558411,-15.54680252,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.011458333,19262.01953,-7004.09375,-11739.01953,122.3015137,-32.13005829,-60.11430359,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.010416667,17234.39844,604.2478638,-17128.48438,92.24436188,-8.291627884,-92.24436188,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.009375,12072.76563,7434.61084,-19495.94727,72.55175018,19.69261742,-119.1921539,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.008333333,4766.928711,13959.4209,-18866.55273,35.23941803,53.89558411,-114.0098877,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.007291667,-2589.198242,18508.42383,-15534.42773,-2.072906971,67.36947632,-86.0256424,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.00625,-9330.410156,19674.24805,-9460.708008,-42.49459457,84.98918915,-57.00494385,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.005208333,-15241.82813,18365.93359,-1815.791504,-83.9527359,73.58820343,-19.69261742,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.004166667,-18970.18164,13871.79297,5186.016113,-108.8276215,49.74977112,16.58325577,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.003125,-19265.83008,6993.425781,11719.96973,-115.0463409,33.16651154,64.26011658,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.002083333,-17237.44531,-612.6295776,17141.4375,-93.28081512,5.182267666,92.24436188,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,-0.001041667,-12055.24023,-7437.658691,19488.32617,-68.40592957,-20.72907066,111.9369812,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0,-4741.783691,-13960.18262,18775.87695,-38.34878159,-49.74977112,125.4108734,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.001041667,2618.15332,-18510.70898,15414.79688,-1.036453485,-80.84337616,90.17145538,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.002083333,9161.250977,-19774.83008,6877.605469,27.9842453,-107.7911682,301.6079712,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.003125,14757.21094,-18784.25977,1558.243164,86.0256424,-71.51529694,565.9036255,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.004166667,19348.88477,-13499.94824,-2981.616455,115.0463409,-60.11430359,225.9468689,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.005208333,19611.00391,-6354.126953,-8884.65332,166.8690186,-21.76552391,-328.5557556,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.00625,18206.68164,1352.509399,-12386.7002,159.6138458,8.291627884,-1102.786499,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.007291667,13182.2041,8684.25293,-14453.18164,121.2650604,34.20296478,-2036.631226,Site0009_F_0000063,3/23/2005 07:14:08.2700
,,,0.008333333,4283.835449,14780.07031,-13981.51758,216.6187897,59.07785034,-2911.397949,Site0009_F_0000063,3/23/2005 07:14:08.2700
