event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_2955,42:48.7,Site0010,0,508.0724487,-9806.759766,10410.2373,-254.656311,-1108.365845,1366.106201,Site0010,42:48.7
,,,0.000130191,998.6251221,-10094.4248,10156.96777,-207.2783966,-1143.928345,1312.881348,Site0010,42:48.7
,,,0.000260383,1454.138306,-10329.78711,9825.097656,-153.978241,-1173.563843,1253.742554,Site0010,42:48.7
,,,0.000390574,1892.131836,-10530.28125,9467.027344,-82.91135406,-1209.126343,1206.431519,Site0010,42:48.7
,,,0.000520766,2356.405029,-10687.18945,9065.290039,-17.76671982,-1250.615967,1147.292725,Site0010,42:48.7
,,,0.000650957,2803.158203,-10739.49219,8646.085938,47.37791824,-1280.251465,1088.153931,Site0010,42:48.7
,,,0.000781148,3249.911621,-10783.07813,8191.948242,136.2115173,-1321.741089,1034.928955,Site0010,42:48.7
,,,0.00091134,3696.665039,-10826.66309,7720.34375,213.2006378,-1369.157837,975.7901611,Site0010,42:48.7
,,,0.001041531,4160.937988,-10870.24902,7231.271973,307.9564819,-1404.720337,916.6513672,Site0010,42:48.7
,,,0.001171722,4625.210938,-10896.40039,6707.266602,390.8678284,-1446.209961,857.5125732,Site0010,42:48.7
,,,0.001301914,5115.763672,-10905.11719,6148.328125,467.8569336,-1493.626709,798.3737793,Site0010,42:48.7
,,,0.001432105,5650.115723,-10957.41992,5580.655762,556.6905518,-1523.262207,739.2349854,Site0010,42:48.7
,,,0.001562297,6175.708008,-10957.41992,4995.516602,627.7574463,-1558.824707,691.9239502,Site0010,42:48.7
,,,0.001692488,6710.060059,-10957.41992,4392.910645,698.8242798,-1582.533081,644.612915,Site0010,42:48.7
,,,0.001822679,7235.652344,-10948.70313,3764.104248,752.1244507,-1600.314331,597.3018799,Site0010,42:48.7
,,,0.001952871,7699.925293,-10887.68262,3144.03125,805.4246216,-1606.241455,555.9047241,Site0010,42:48.7
,,,0.002083062,8155.438477,-10861.53125,2523.958496,852.8025513,-1606.241455,514.5075684,Site0010,42:48.7
,,,0.002213254,8549.632813,-10791.79492,1921.352539,888.3359375,-1600.314331,484.9381409,Site0010,42:48.7
,,,0.002343445,8917.546875,-10730.77539,1344.946777,935.7138672,-1588.460205,443.5409851,Site0010,42:48.7
,,,0.002473636,9241.662109,-10643.60352,768.5410156,965.3250732,-1552.897583,408.0577087,Site0010,42:48.7
