event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_0940,31:13.9,Site0009_F_0000065,-0.016666667,885.4174194,16443.4668,-17056.0957,315.0818787,188.6345367,-503.7164001,Site0009_F_0000065,31:13.9
,,,-0.015625,-6452.422363,19058.57227,-12287.64258,128.5202332,303.6808777,-474.6957092,Site0009_F_0000065,31:13.9
,,,-0.014583333,-12495.66309,18718.73047,-5637.106445,-87.06209564,391.7794189,-388.6700745,Site0009_F_0000065,31:13.9
,,,-0.013541667,-17379.93555,16137.15137,1811.219604,-259.1133728,415.6178589,-221.8010559,Site0009_F_0000065,31:13.9
,,,-0.0125,-18901.60352,10404.79785,8835.125,-403.1804199,358.612915,-18.65616417,Site0009_F_0000065,31:13.9
,,,-0.011458333,-17968.18164,3239.926758,14539.28516,-502.6799622,258.0769348,163.7596588,Site0009_F_0000065,31:13.9
,,,-0.010416667,-14479.85059,-4345.555664,18346.12305,-514.0809326,104.6818085,307.8266907,Site0009_F_0000065,31:13.9
,,,-0.009375,-8214.113281,-11002.94922,18669.96289,-460.1853638,-52.85913086,445.6750183,Site0009_F_0000065,31:13.9
,,,-0.008333333,-882.3695068,-16469.37305,16992.85156,-323.3735046,-186.5616302,498.5341492,Site0009_F_0000065,31:13.9
,,,-0.007291667,6575.100586,-19073.81055,12276.21289,-151.3222198,-301.6079712,478.8415222,Site0009_F_0000065,31:13.9
,,,-0.00625,12329.55176,-18659.29492,5728.543945,84.98918915,-396.9617004,376.2326355,Site0009_F_0000065,31:13.9
,,,-0.005208333,17383.74609,-16120.3877,-2016.191406,267.4049988,-411.4720459,233.2020416,Site0009_F_0000065,31:13.9
,,,-0.004166667,18910.74805,-10486.3291,-8769.594727,409.3991394,-362.758728,35.23941803,Site0009_F_0000065,31:13.9
,,,-0.003125,17945.32227,-3241.450684,-14389.9375,510.9715881,-254.9675598,-166.8690186,Site0009_F_0000065,31:13.9
,,,-0.002083333,14536.99902,4430.134766,-18387.26953,520.2996826,-107.7911682,-318.1912231,Site0009_F_0000065,31:13.9
,,,-0.001041667,8201.921875,10965.6123,-18659.29492,460.1853638,55.9684906,-449.8208313,Site0009_F_0000065,31:13.9
,,,0,893.0371704,16300.21387,-17094.19531,316.1183167,190.7074432,-508.8986816,Site0009_F_0000065,31:13.9
,,,0.001041667,-6446.326172,18823.88281,-12363.84082,114.0098877,315.0818787,-481.9508972,Site0009_F_0000065,31:13.9
,,,0.002083333,-12263.25977,16823.69336,-5459.565918,-137.8483124,674.7312622,-459.1489258,Site0009_F_0000065,31:13.9
,,,0.003125,-17408.89063,14093.52832,1526.240112,-358.612915,1039.562866,-309.8995972,Site0009_F_0000065,31:13.9
,,,0.004166667,-19137.05469,9658.05957,8229.352539,-537.9193726,1184.666382,-106.754715,Site0009_F_0000065,31:13.9
,,,0.005208333,-18205.15625,3245.260498,14513.37793,-609.4346924,1078.94812,104.6818085,Site0009_F_0000065,31:13.9
,,,0.00625,-14635.29395,-3470.043701,18330.88281,-563.8306885,799.1056519,263.2591858,Site0009_F_0000065,31:13.9
,,,0.007291667,-7953.51709,-9639.772461,18624.24414,-480.9144287,356.5400085,457.0760193,Site0009_F_0000065,31:13.9
,,,0.008333333,-464.8060303,-14579.66992,16867.88672,-408.3627014,-126.4473267,590.7785034,Site0009_F_0000065,31:13.9
,,,0.009375,6040.192383,-17324.3125,12848.45801,-119.1921539,-646.7470093,563.8306885,Site0009_F_0000065,31:13.9
,,,0.010416667,12365.36426,-17096.48047,5773.500488,198.9990845,-1074.802246,487.1331482,Site0009_F_0000065,31:13.9
,,,0.011458333,17642.05664,-14869.22168,-2148.775391,368.9774475,-1343.243774,387.633606,Site0009_F_0000065,31:13.9
,,,0.0125,18869.60156,-10103.81641,-8605.007813,524.4454956,-1442.743286,232.1655884,Site0009_F_0000065,31:13.9
,,,0.013541667,18007.04297,-4024.763184,-13753.68652,620.8356323,-1285.202393,-65.29656982,Site0009_F_0000065,31:13.9
,,,0.014583333,14572.8125,3198.779785,-18362.125,586.6326904,-946.2820435,-287.0976257,Site0009_F_0000065,31:13.9
,,,0.015625,8119.62793,8969.994141,-18929.79688,473.6592712,-475.7321777,-440.4927368,Site0009_F_0000065,31:13.9
,,,0.016666667,571.4828491,13941.13281,-17162.77148,333.7380371,69.44238281,-561.7578125,Site0009_F_0000065,31:13.9
,,,0.017708333,-6501.188477,17085.05078,-12881.98535,104.6818085,581.4504395,-567.9765015,Site0009_F_0000065,31:13.9
,,,0.01875,-12515.47363,16963.13477,-5923.609863,-160.6502991,1020.906738,-487.1331482,Site0009_F_0000065,31:13.9
,,,0.019791667,-17511.75781,14880.65137,1658.824219,-346.1754761,1288.311768,-343.0661316,Site0009_F_0000065,31:13.9
,,,0.020833333,-18858.17188,10149.53516,8355.84082,-521.3361206,1383.665405,-130.5931396,Site0009_F_0000065,31:13.9
,,,0.021875,-18112.95703,3780.93042,14319.07422,-592.8514404,1259.291016,79.80692291,Site0009_F_0000065,31:13.9
,,,0.022916667,-14520.23535,-3080.67334,18340.02734,-563.8306885,939.0269165,267.4049988,Site0009_F_0000065,31:13.9
,,,0.023958333,-7933.705566,-9057.62207,18852.83789,-481.9508972,477.8050842,425.9823914,Site0009_F_0000065,31:13.9
,,,0.025,-314.6965332,-14013.52148,17117.81641,-409.3991394,-26.94779205,563.8306885,Site0009_F_0000065,31:13.9
,,,0.026041667,6099.626953,-16816.83398,12988.66211,-128.5202332,-577.3046265,558.6484375,Site0009_F_0000065,31:13.9
,,,0.027083333,12424.79883,-16982.18359,5907.608398,179.3064575,-1019.870239,474.6957092,Site0009_F_0000065,31:13.9
,,,0.028125,17597.86133,-14926.36914,-1914.848511,361.72229,-1309.040771,362.758728,Site0009_F_0000065,31:13.9
,,,0.029166667,18894.74609,-10093.14844,-8569.956055,502.6799622,-1416.831909,205.217804,Site0009_F_0000065,31:13.9
,,,0.030208333,18030.66406,-4063.624023,-13817.69336,600.1065674,-1269.655518,-78.77046967,Site0009_F_0000065,31:13.9
,,,0.03125,14537.76172,3165.25293,-18303.45117,564.8671875,-936.9539795,-293.3163452,Site0009_F_0000065,31:13.9
,,,0.032291667,8112.770508,9070.575195,-18969.41992,466.4040833,-468.4769897,-445.6750183,Site0009_F_0000065,31:13.9
,,,0.033333333,544.8136597,13785.68945,-17163.53516,329.5922241,71.51529694,-557.6119995,Site0009_F_0000065,31:13.9
,,,0.034375,-6504.236816,17012.66211,-12944.4668,102.608902,583.5233154,-561.7578125,Site0009_F_0000065,31:13.9
,,,0.035416667,-12466.70703,16895.31836,-5939.611328,-172.0512848,1008.469299,-484.0238037,Site0009_F_0000065,31:13.9
,,,0.036458333,-17519.37695,14937.79883,1642.822632,-348.2483826,1289.348145,-342.0296631,Site0009_F_0000065,31:13.9
,,,0.0375,-18875.69727,10106.10254,8359.650391,-504.7528687,1379.519653,-132.6660461,Site0009_F_0000065,31:13.9
,,,0.038541667,-18138.10352,3787.026123,14305.3584,-589.7420654,1252.035889,83.9527359,Site0009_F_0000065,31:13.9
,,,0.039583333,-14546.14258,-3078.387451,18333.93164,-559.6848755,931.7717285,261.1862793,Site0009_F_0000065,31:13.9
,,,0.040625,-8031.23877,-9139.15332,18897.0332,-462.2582703,469.5134583,422.8730469,Site0009_F_0000065,31:13.9
,,,0.041666667,-419.0874023,-14027.99902,17097.24219,-374.159729,-43.53104782,552.4297485,Site0009_F_0000065,31:13.9
,,,0.042708333,6171.252441,-16860.26758,12952.84863,-105.7182617,-575.2316895,545.1745605,Site0009_F_0000065,31:13.9
,,,0.04375,12405.74902,-16908.27148,5935.801758,190.7074432,-1007.4328,467.4405518,Site0009_F_0000065,31:13.9
,,,0.044791667,17623.00586,-14898.17676,-1831.031006,365.868103,-1291.421143,361.72229,Site0009_F_0000065,31:13.9
,,,0.045833333,18910.74805,-9965.136719,-8538.71582,503.7164001,-1401.285156,189.67099,Site0009_F_0000065,31:13.9
,,,0.046875,18085.52734,-3955.423096,-13852.74414,599.0701294,-1256.181641,-76.69756317,Site0009_F_0000065,31:13.9
,,,0.047916667,14581.19434,3167.538818,-18283.64063,566.9400635,-937.9904175,-289.1705322,Site0009_F_0000065,31:13.9
,,,0.048958333,8177.538086,9144.487305,-18974.75391,458.1124573,-477.8050842,-431.1646729,Site0009_F_0000065,31:13.9
,,,0.05,607.2957764,13832.93262,-17134.58008,305.7537842,59.07785034,-546.2109985,Site0009_F_0000065,31:13.9
,,,0.051041667,-6467.661621,16968.46875,-12925.41797,89.13500214,566.9400635,-549.3203735,Site0009_F_0000065,31:13.9
,,,0.052083333,-12438.51465,16886.17383,-5994.474121,-174.1241913,992.9224854,-478.8415222,Site0009_F_0000065,31:13.9
,,,0.053125,-17542.23633,14921.79785,1595.580078,-356.5400085,1274.837891,-345.1390381,Site0009_F_0000065,31:13.9
,,,0.054166667,-18903.12891,10074.86133,8329.171875,-509.9351196,1370.191528,-128.5202332,Site0009_F_0000065,31:13.9
,,,0.055208333,-18157.91406,3809.123535,14249.73438,-576.2681885,1247.890015,79.80692291,Site0009_F_0000065,31:13.9
,,,0.05625,-14578.14648,-3041.050537,18325.54883,-556.5755615,929.6987915,263.2591858,Site0009_F_0000065,31:13.9
,,,0.057291667,-8120.390137,-9052.288086,18898.55664,-460.1853638,460.1853638,416.6543274,Site0009_F_0000065,31:13.9
,,,0.058333333,-486.9033813,-13966.27832,17115.5293,-348.2483826,-51.82267761,539.9923096,Site0009_F_0000065,31:13.9
,,,0.059375,6237.544434,-16864.83984,12971.89844,-100.5359955,-573.1588135,537.9193726,Site0009_F_0000065,31:13.9
,,,0.060416667,12405.74902,-16893.79492,5983.044434,185.525177,-992.9224854,464.3311768,Site0009_F_0000065,31:13.9
,,,0.061458333,17622.24414,-14939.32324,-1755.595215,364.8316345,-1267.582642,350.3212891,Site0009_F_0000065,31:13.9
