event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_0965,05:04.5,Site0009_F_0000065,-0.016666667,12083.43262,-19428.13086,6188.016113,99.49954224,-87.06209564,32.13005829,Site0009_F_0000065,05:04.5
,,,-0.015625,17341.07422,-17021.80664,-1408.133667,139.9212189,-68.40592957,17.61970901,Site0009_F_0000065,05:04.5
,,,-0.014583333,19578.24023,-11272.68945,-8281.928711,159.6138458,-46.64040756,-20.72907066,Site0009_F_0000065,05:04.5
,,,-0.013541667,18916.84375,-3744.355469,-14165.1543,162.7232056,-20.72907066,-60.11430359,Site0009_F_0000065,05:04.5
,,,-0.0125,15560.33496,3732.925781,-18611.29102,123.3379669,-1.036453485,-78.77046967,Site0009_F_0000065,05:04.5
,,,-0.011458333,9118.580078,10309.5498,-19466.22852,55.9684906,33.16651154,-93.28081512,Site0009_F_0000065,05:04.5
,,,-0.010416667,1335.74585,16028.9502,-17923.22461,14.51034927,52.85913086,-96.39017487,Site0009_F_0000065,05:04.5
,,,-0.009375,-5891.606934,19368.69531,-13284.30859,-30.05715179,70.47883606,-65.29656982,Site0009_F_0000065,05:04.5
,,,-0.008333333,-12050.66797,19361.07617,-6203.255859,-93.28081512,89.13500214,-38.34878159,Site0009_F_0000065,05:04.5
,,,-0.007291667,-17330.4082,16970.75391,1389.084229,-139.9212189,74.62465668,-15.54680252,Site0009_F_0000065,05:04.5
,,,-0.00625,-19566.81055,11214.01758,8281.928711,-163.7596588,47.67686081,21.76552391,Site0009_F_0000065,05:04.5
,,,-0.005208333,-18892.46094,3678.063477,14149.91504,-165.8325653,34.20296478,63.22366333,Site0009_F_0000065,05:04.5
,,,-0.004166667,-15558.04883,-3788.550293,18615.86328,-128.5202332,8.291627884,81.87982941,Site0009_F_0000065,05:04.5
,,,-0.003125,-9124.675781,-10364.41309,19476.89648,-61.15075684,-27.9842453,98.46308136,Site0009_F_0000065,05:04.5
,,,-0.002083333,-1346.413574,-16085.33691,17926.27344,-15.54680252,-49.74977112,93.28081512,Site0009_F_0000065,05:04.5
,,,-0.001041667,5824.553223,-18954.94336,13320.12207,43.53104782,-117.1192474,68.40592957,Site0009_F_0000065,05:04.5
,,,0,11998.85352,-18133.53125,6169.728516,139.9212189,-387.633606,74.62465668,Site0009_F_0000065,05:04.5
,,,0.001041667,17900.36719,-17273.25977,-939.5177612,132.6660461,-364.8316345,22.80197716,Site0009_F_0000065,05:04.5
,,,0.002083333,19391.55469,-11874.65137,-7622.818848,159.6138458,-226.9833221,-93.28081512,Site0009_F_0000065,05:04.5
,,,0.003125,18765.97266,-4444.612305,-13597.48145,190.7074432,-74.62465668,-277.7695313,Site0009_F_0000065,05:04.5
,,,0.004166667,15419.36914,3783.978271,-18368.98242,153.3951263,-17.61970901,-385.5606995,Site0009_F_0000065,05:04.5
,,,0.005208333,9418.037109,9961.327148,-19276.49609,73.58820343,87.06209564,-439.4562988,Site0009_F_0000065,05:04.5
,,,0.00625,1040.860718,15593.86133,-16495.28125,71.51529694,197.962616,-585.5962524,Site0009_F_0000065,05:04.5
,,,0.007291667,-6344.221191,18634.15039,-10231.06641,138.8847656,381.4148865,-1072.72937,Site0009_F_0000065,05:04.5
,,,0.008333333,-10585.38574,19639.19727,-6627.676758,-27.9842453,413.5449524,-1166.010254,Site0009_F_0000065,05:04.5
,,,0.009375,-17593.28906,17694.63281,992.0941772,-84.98918915,340.9932251,-1091.38562,Site0009_F_0000065,05:04.5
,,,0.010416667,-19604.9082,11223.16113,6895.130859,-163.7596588,239.4207611,-773.1943359,Site0009_F_0000065,05:04.5
,,,0.011458333,-18777.40234,2612.81958,12175.63184,-248.7488403,320.2641296,-407.3262329,Site0009_F_0000065,05:04.5
,,,0.0125,-16216.39648,-2890.179199,16144.77051,-225.9468689,161.6867523,75.66110992,Site0009_F_0000065,05:04.5
,,,0.013541667,-9657.297852,-9533.095703,18870.36328,-86.0256424,-77.73401642,343.0661316,Site0009_F_0000065,05:04.5
,,,0.014583333,-1113.248535,-15967.23047,18128.19727,-11.40098858,-190.7074432,392.8158875,Site0009_F_0000065,05:04.5
,,,0.015625,5958.661133,-19030.37891,13782.6416,21.76552391,-233.2020416,325.4464111,Site0009_F_0000065,05:04.5
,,,0.016666667,11980.56641,-19295.54688,6876.843262,97.42662811,-270.5143738,210.4000702,Site0009_F_0000065,05:04.5
,,,0.017708333,17426.41602,-16834.35938,-1596.342041,141.9941254,-271.5508118,175.1606445,Site0009_F_0000065,05:04.5
,,,0.01875,19429.6543,-11761.87891,-7275.357422,164.7961121,-197.962616,29.02069855,Site0009_F_0000065,05:04.5
,,,0.019791667,18980.08789,-4084.197266,-12899.51074,185.525177,-90.17145538,-185.525177,Site0009_F_0000065,05:04.5
,,,0.020833333,15890.27051,3899.798828,-18422.32031,145.1035004,-37.31232834,-317.1547852,Site0009_F_0000065,05:04.5
,,,0.021875,9241.258789,9833.314453,-19104.29102,62.18721008,70.47883606,-390.742981,Site0009_F_0000065,05:04.5
,,,0.022916667,1053.814331,15683.0127,-17815.02539,47.67686081,153.3951263,-440.4927368,Site0009_F_0000065,05:04.5
,,,0.023958333,-6048.574219,18982.37305,-12144.3916,55.9684906,243.5665741,-608.3981934,Site0009_F_0000065,05:04.5
,,,0.025,-11404.51172,19119.5293,-4863.699707,-39.38523483,363.7951965,-878.9125977,Site0009_F_0000065,05:04.5
,,,0.026041667,-16353.55273,17809.69141,41.14676285,-193.816803,295.3892517,-771.1213989,Site0009_F_0000065,05:04.5
,,,0.027083333,-20228.20703,11389.27148,7510.046387,-185.525177,201.071991,-529.6277466,Site0009_F_0000065,05:04.5
,,,0.028125,-18919.12891,2946.56543,11962.27832,-242.5301208,210.4000702,-168.941925,Site0009_F_0000065,05:04.5
,,,0.029166667,-16370.31641,-3398.417969,16630.15039,-206.2542572,114.0098877,204.1813507,Site0009_F_0000065,05:04.5
,,,0.030208333,-9626.056641,-9652.725586,19316.88086,-64.26011658,-71.51529694,361.72229,Site0009_F_0000065,05:04.5
,,,0.03125,-835.888916,-15638.81836,18058.0957,-16.58325577,-177.233551,372.0868225,Site0009_F_0000065,05:04.5
,,,0.032291667,5781.882324,-19001.42383,13730.82715,17.61970901,-232.1655884,331.6651306,Site0009_F_0000065,05:04.5
,,,0.033333333,11950.84863,-19368.69531,6256.594238,97.42662811,-266.3685608,280.8789063,Site0009_F_0000065,05:04.5
,,,0.034375,17418.03516,-16870.93555,-1772.358765,123.3379669,-282.9518127,306.7902527,Site0009_F_0000065,05:04.5
,,,0.035416667,19363.36133,-11905.89258,-6830.362793,167.9054718,-191.7438965,111.9369812,Site0009_F_0000065,05:04.5
,,,0.036458333,19130.95898,-3779.406494,-13026.76074,183.4522705,-120.2286072,-122.3015137,Site0009_F_0000065,05:04.5
,,,0.0375,15898.65234,3798.455811,-18355.26563,119.1921539,-50.78622437,-247.7123871,Site0009_F_0000065,05:04.5
,,,0.038541667,9127.723633,9692.348633,-19208.68164,51.82267761,66.33302307,-315.0818787,Site0009_F_0000065,05:04.5
,,,0.039583333,956.28125,15603.00488,-17811.21484,52.85913086,155.4680328,-370.013916,Site0009_F_0000065,05:04.5
,,,0.040625,-5825.314941,19112.67188,-12785.21387,36.27587509,223.8739624,-435.3104858,Site0009_F_0000065,05:04.5
,,,0.041666667,-11707.0166,19077.62109,-4542.907715,-20.72907066,348.2483826,-714.1164551,Site0009_F_0000065,05:04.5
,,,0.042708333,-16435.8457,17745.68555,318.5064392,-169.9783783,281.9153442,-633.2731323,Site0009_F_0000065,05:04.5
,,,0.04375,-20009.51953,11486.04297,7309.646484,-161.6867523,192.7803497,-421.8365784,Site0009_F_0000065,05:04.5
,,,0.044791667,-19121.05273,3217.067383,12344.79102,-194.8532562,148.2128601,-76.69756317,Site0009_F_0000065,05:04.5
,,,0.045833333,-16092.95605,-3575.958496,17056.0957,-157.5409393,92.24436188,191.7438965,Site0009_F_0000065,05:04.5
,,,0.046875,-9537.666992,-9639.772461,19422.79688,-54.93203735,-74.62465668,337.8838501,Site0009_F_0000065,05:04.5
,,,0.047916667,-800.8379517,-15545.85742,17965.13477,-23.8384304,-175.1606445,342.0296631,Site0009_F_0000065,05:04.5
,,,0.048958333,5685.111328,-19044.85547,13663.01172,23.8384304,-238.3843079,308.8631592,Site0009_F_0000065,05:04.5
