event_id,start_time,asset_name,timestamps (in ms),Vab,Vbc,Vca,Ia,Ib,Ic,asset_name,datetime
event_2792,8/14/2005 15:52:33.7100,Site0014,0,183.1893005,-10222.28711,10321.10742,47.31200027,-2836.881104,2894.719971,Site0014,8/14/2005 15:52:33.7100
,,,0.000130208,715.3106079,-10537.89746,10040.97559,201.076004,-2890.407227,2788.599854,Site0014,8/14/2005 15:52:33.7100
,,,0.000260417,1256.155151,-10783.37305,9743.334961,354.8399963,-2949.880615,2682.479736,Site0014,8/14/2005 15:52:33.7100
,,,0.000390625,1796.999756,-10993.78027,9410.678711,502.6900024,-2985.564697,2552.777344,Site0014,8/14/2005 15:52:33.7100
,,,0.000520833,2364.014404,-11151.58496,9095.530273,662.367981,-3027.196045,2434.866211,Site0014,8/14/2005 15:52:33.7100
,,,0.000651042,2939.752197,-11177.88672,8745.366211,816.132019,-3062.880127,2293.372803,Site0014,8/14/2005 15:52:33.7100
,,,0.00078125,3506.766602,-11195.41992,8368.938477,963.9819946,-3092.616699,2157.774902,Site0014,8/14/2005 15:52:33.7100
,,,0.000911458,4047.611084,-11239.25488,7922.478516,1117.745972,-3122.353516,2004.490356,Site0014,8/14/2005 15:52:33.7100
,,,0.001041667,4536.116211,-11248.02246,7432.247559,1271.51001,-3158.037598,1862.996948,Site0014,8/14/2005 15:52:33.7100
,,,0.001171875,5042.067383,-11283.08984,6880.738281,1425.274048,-3187.77417,1721.503418,Site0014,8/14/2005 15:52:33.7100
,,,0.001302083,5521.849121,-11309.39063,6294.212402,1567.209961,-3217.510986,1574.114502,Site0014,8/14/2005 15:52:33.7100
,,,0.001432292,6001.630371,-11326.9248,5707.686035,1715.060059,-3241.300293,1438.516602,Site0014,8/14/2005 15:52:33.7100
,,,0.0015625,6472.688477,-11361.99316,5121.160156,1851.082031,-3259.142334,1308.814331,Site0014,8/14/2005 15:52:33.7100
,,,0.001692708,6943.746582,-11379.52637,4543.388184,1981.190063,-3265.0896,1167.320801,Site0014,8/14/2005 15:52:33.7100
,,,0.001822917,7397.358398,-11379.52637,3974.370361,2105.384033,-3265.0896,1031.723022,Site0014,8/14/2005 15:52:33.7100
,,,0.001953125,7833.523438,-11361.99316,3396.598633,2223.664063,-3253.195068,896.125061,Site0014,8/14/2005 15:52:33.7100
,,,0.002083333,8234.794922,-11098.9834,2818.82666,2336.030029,-3223.458252,760.5272217,Site0014,8/14/2005 15:52:33.7100
,,,0.002213542,8653.513672,-11046.38184,2258.562988,2430.654053,-3181.826904,619.0337524,Site0014,8/14/2005 15:52:33.7100
,,,0.00234375,9028.615234,-10941.17773,1680.791016,2531.191895,-3128.300781,477.5403442,Site0014,8/14/2005 15:52:33.7100
,,,0.002473958,9421.164063,-10800.90625,1120.527344,2613.988037,-3068.827393,324.2557983,Site0014,8/14/2005 15:52:33.7100
,,,0.002604167,9770.095703,-10625.56738,560.2636719,2690.870117,-2985.564697,170.9712372,Site0014,8/14/2005 15:52:33.7100
