,amplitude (in pu),timestamp (in ms),,parameters,values
0,0,0,,a3,0.15
1,0.053378981,0.065104167,,a5,0.15
2,0.106407542,0.130208333,,sag_duration,20
3,0.15873975,0.1953125,,sag_magnitude,0.5
4,0.210038582,0.260416667,,,
5,0.259980217,0.325520833,,,
6,0.308258145,0.390625,,,
7,0.354587025,0.455729167,,,
8,0.398706241,0.520833333,,,
9,0.440383102,0.5859375,,,
10,0.47941565,0.651041667,,,
11,0.515635028,0.716145833,,,
12,0.548907369,0.78125,,,
13,0.579135207,0.846354167,,,
14,0.60625835,0.911458333,,,
15,0.630254246,0.9765625,,,
16,0.651137805,1.041666667,,,
17,0.668960708,1.106770833,,,
18,0.683810191,1.171875,,,
19,0.695807341,1.236979167,,,
20,0.705104927,1.302083333,,,
21,0.711884795,1.3671875,,,
22,0.71635487,1.432291667,,,
23,0.718745808,1.497395833,,,
24,0.719307358,1.5625,,,
25,0.718304475,1.627604167,,,
26,0.716013251,1.692708333,,,
27,0.712716724,1.7578125,,,
28,0.708700625,1.822916667,,,
29,0.704249129,1.888020833,,,
30,0.699640672,1.953125,,,
31,0.69514389,2.018229167,,,
32,0.691013748,2.083333333,,,
33,0.687487916,2.1484375,,,
34,0.684783433,2.213541667,,,
35,0.683093721,2.278645833,,,
36,0.68258598,2.34375,,,
37,0.683399013,2.408854167,,,
38,0.685641502,2.473958333,,,
39,0.689390757,2.5390625,,,
40,0.694691964,2.604166667,,,
41,0.701557929,2.669270833,,,
42,0.709969334,2.734375,,,
43,0.719875475,2.799479167,,,
44,0.731195492,2.864583333,,,
45,0.743820057,2.9296875,,,
46,0.757613491,2.994791667,,,
47,0.772416279,3.059895833,,,
48,0.788047942,3.125,,,
49,0.804310216,3.190104167,,,
50,0.820990494,3.255208333,,,
51,0.837865469,3.3203125,,,
52,0.854704923,3.385416667,,,
53,0.871275604,3.450520833,,,
54,0.887345135,3.515625,,,
55,0.902685875,3.580729167,,,
56,0.917078695,3.645833333,,,
57,0.9303166,3.7109375,,,
58,0.942208131,3.776041667,,,
59,0.952580509,3.841145833,,,
60,0.961282471,3.90625,,,
61,0.968186738,3.971354167,,,
62,0.973192096,4.036458333,,,
63,0.976225049,4.1015625,,,
64,0.977241014,4.166666667,,,
65,0.976225049,4.231770833,,,
66,0.973192096,4.296875,,,
67,0.968186738,4.361979167,,,
68,0.961282471,4.427083333,,,
69,0.952580509,4.4921875,,,
70,0.942208131,4.557291667,,,
71,0.9303166,4.622395833,,,
72,0.917078695,4.6875,,,
73,0.902685875,4.752604167,,,
74,0.887345135,4.817708333,,,
75,0.871275604,4.8828125,,,
76,0.854704923,4.947916667,,,
77,0.837865469,5.013020833,,,
78,0.820990494,5.078125,,,
79,0.804310216,5.143229167,,,
80,0.788047942,5.208333333,,,
81,0.772416279,5.2734375,,,
82,0.757613491,5.338541667,,,
83,0.743820057,5.403645833,,,
84,0.731195492,5.46875,,,
85,0.719875475,5.533854167,,,
86,0.709969334,5.598958333,,,
87,0.701557929,5.6640625,,,
88,0.694691964,5.729166667,,,
89,0.689390757,5.794270833,,,
90,0.685641502,5.859375,,,
91,0.683399013,5.924479167,,,
92,0.68258598,5.989583333,,,
93,0.683093721,6.0546875,,,
94,0.684783433,6.119791667,,,
95,0.687487916,6.184895833,,,
96,0.691013748,6.25,,,
97,0.69514389,6.315104167,,,
98,0.699640672,6.380208333,,,
99,0.704249129,6.4453125,,,
100,0.708700625,6.510416667,,,
101,0.712716724,6.575520833,,,
102,0.716013251,6.640625,,,
103,0.718304475,6.705729167,,,
104,0.719307358,6.770833333,,,
105,0.718745808,6.8359375,,,
106,0.71635487,6.901041667,,,
107,0.711884795,6.966145833,,,
108,0.705104927,7.03125,,,
109,0.695807341,7.096354167,,,
110,0.683810191,7.161458333,,,
111,0.668960708,7.2265625,,,
112,0.651137805,7.291666667,,,
113,0.630254246,7.356770833,,,
114,0.60625835,7.421875,,,
115,0.579135207,7.486979167,,,
116,0.548907369,7.552083333,,,
117,0.515635028,7.6171875,,,
118,0.47941565,7.682291667,,,
119,0.440383102,7.747395833,,,
120,0.398706241,7.8125,,,
121,0.354587025,7.877604167,,,
122,0.308258145,7.942708333,,,
123,0.259980217,8.0078125,,,
124,0.210038582,8.072916667,,,
125,0.15873975,8.138020833,,,
126,0.106407542,8.203125,,,
127,0.053378981,8.268229167,,,
128,7.01E-16,8.333333333,,,
129,-0.053378981,8.3984375,,,
130,-0.106407542,8.463541667,,,
131,-0.15873975,8.528645833,,,
132,-0.210038582,8.59375,,,
133,-0.259980217,8.658854167,,,
134,-0.308258145,8.723958333,,,
135,-0.354587025,8.7890625,,,
136,-0.398706241,8.854166667,,,
137,-0.440383102,8.919270833,,,
138,-0.47941565,8.984375,,,
139,-0.515635028,9.049479167,,,
140,-0.548907369,9.114583333,,,
141,-0.579135207,9.1796875,,,
142,-0.60625835,9.244791667,,,
143,-0.630254246,9.309895833,,,
144,-0.651137805,9.375,,,
145,-0.668960708,9.440104167,,,
146,-0.683810191,9.505208333,,,
147,-0.695807341,9.5703125,,,
148,-0.705104927,9.635416667,,,
149,-0.711884795,9.700520833,,,
150,-0.71635487,9.765625,,,
151,-0.718745808,9.830729167,,,
152,-0.719307358,9.895833333,,,
153,-0.718304475,9.9609375,,,
154,-0.716013251,10.02604167,,,
155,-0.712716724,10.09114583,,,
156,-0.708700625,10.15625,,,
157,-0.704249129,10.22135417,,,
158,-0.699640672,10.28645833,,,
159,-0.69514389,10.3515625,,,
160,-0.691013748,10.41666667,,,
161,-0.687487916,10.48177083,,,
162,-0.684783433,10.546875,,,
163,-0.683093721,10.61197917,,,
164,-0.68258598,10.67708333,,,
165,-0.683399013,10.7421875,,,
166,-0.685641502,10.80729167,,,
167,-0.689390757,10.87239583,,,
168,-0.694691964,10.9375,,,
169,-0.701557929,11.00260417,,,
170,-0.709969334,11.06770833,,,
171,-0.719875475,11.1328125,,,
172,-0.731195492,11.19791667,,,
173,-0.743820057,11.26302083,,,
174,-0.757613491,11.328125,,,
175,-0.772416279,11.39322917,,,
176,-0.788047942,11.45833333,,,
177,-0.804310216,11.5234375,,,
178,-0.820990494,11.58854167,,,
179,-0.837865469,11.65364583,,,
180,-0.854704923,11.71875,,,
181,-0.871275604,11.78385417,,,
182,-0.887345135,11.84895833,,,
183,-0.902685875,11.9140625,,,
184,-0.917078695,11.97916667,,,
185,-0.9303166,12.04427083,,,
186,-0.942208131,12.109375,,,
187,-0.952580509,12.17447917,,,
188,-0.961282471,12.23958333,,,
189,-0.968186738,12.3046875,,,
190,-0.973192096,12.36979167,,,
191,-0.976225049,12.43489583,,,
192,-0.977241014,12.5,,,
193,-0.976225049,12.56510417,,,
194,-0.973192096,12.63020833,,,
195,-0.968186738,12.6953125,,,
196,-0.961282471,12.76041667,,,
197,-0.952580509,12.82552083,,,
198,-0.942208131,12.890625,,,
199,-0.9303166,12.95572917,,,
200,-0.917078695,13.02083333,,,
201,-0.902685875,13.0859375,,,
202,-0.887345135,13.15104167,,,
203,-0.871275604,13.21614583,,,
204,-0.854704923,13.28125,,,
205,-0.837865469,13.34635417,,,
206,-0.820990494,13.41145833,,,
207,-0.804310216,13.4765625,,,
208,-0.788047942,13.54166667,,,
209,-0.772416279,13.60677083,,,
210,-0.757613491,13.671875,,,
211,-0.743820057,13.73697917,,,
212,-0.731195492,13.80208333,,,
213,-0.719875475,13.8671875,,,
214,-0.709969334,13.93229167,,,
215,-0.701557929,13.99739583,,,
216,-0.694691964,14.0625,,,
217,-0.689390757,14.12760417,,,
218,-0.685641502,14.19270833,,,
219,-0.683399013,14.2578125,,,
220,-0.68258598,14.32291667,,,
221,-0.683093721,14.38802083,,,
222,-0.684783433,14.453125,,,
223,-0.687487916,14.51822917,,,
224,-0.691013748,14.58333333,,,
225,-0.69514389,14.6484375,,,
