,amplitude (in pu),timestamp (in ms),,parameters,values
0,0,0,,a3,0.15
1,0.053378981,0.065104167,,a5,0.15
2,0.106407542,0.130208333,,interruption_magnitude,0.05
3,0.15873975,0.1953125,,interruption_duration,20 cycles
4,0.210038582,0.260416667,,,
5,0.259980217,0.325520833,,,
6,0.308258145,0.390625,,,
7,0.354587025,0.455729167,,,
8,0.398706241,0.520833333,,,
9,0.440383102,0.5859375,,,
10,0.47941565,0.651041667,,,
11,0.515635028,0.716145833,,,
12,0.548907369,0.78125,,,
13,0.579135207,0.846354167,,,
14,0.60625835,0.911458333,,,
15,0.630254246,0.9765625,,,
16,0.651137805,1.041666667,,,
17,0.668960708,1.106770833,,,
18,0.683810191,1.171875,,,
19,0.034790367,1.236979167,,,
20,0.035255246,1.302083333,,,
21,0.03559424,1.3671875,,,
22,0.035817743,1.432291667,,,
23,0.03593729,1.497395833,,,
24,0.035965368,1.5625,,,
25,0.035915224,1.627604167,,,
26,0.035800663,1.692708333,,,
27,0.035635836,1.7578125,,,
28,0.035435031,1.822916667,,,
29,0.035212456,1.888020833,,,
30,0.034982034,1.953125,,,
31,0.034757194,2.018229167,,,
32,0.034550687,2.083333333,,,
33,0.034374396,2.1484375,,,
34,0.034239172,2.213541667,,,
35,0.034154686,2.278645833,,,
36,0.034129299,2.34375,,,
37,0.034169951,2.408854167,,,
38,0.034282075,2.473958333,,,
39,0.034469538,2.5390625,,,
40,0.034734598,2.604166667,,,
41,0.035077896,2.669270833,,,
42,0.035498467,2.734375,,,
43,0.035993774,2.799479167,,,
44,0.036559775,2.864583333,,,
45,0.037191003,2.9296875,,,
46,0.037880675,2.994791667,,,
47,0.038620814,3.059895833,,,
48,0.039402397,3.125,,,
49,0.040215511,3.190104167,,,
50,0.041049525,3.255208333,,,
51,0.041893273,3.3203125,,,
52,0.042735246,3.385416667,,,
53,0.04356378,3.450520833,,,
54,0.044367257,3.515625,,,
55,0.045134294,3.580729167,,,
56,0.045853935,3.645833333,,,
57,0.04651583,3.7109375,,,
58,0.047110407,3.776041667,,,
59,0.047629025,3.841145833,,,
60,0.048064124,3.90625,,,
61,0.048409337,3.971354167,,,
62,0.048659605,4.036458333,,,
63,0.048811252,4.1015625,,,
64,0.048862051,4.166666667,,,
65,0.048811252,4.231770833,,,
66,0.048659605,4.296875,,,
67,0.048409337,4.361979167,,,
68,0.048064124,4.427083333,,,
69,0.047629025,4.4921875,,,
70,0.047110407,4.557291667,,,
71,0.04651583,4.622395833,,,
72,0.045853935,4.6875,,,
73,0.045134294,4.752604167,,,
74,0.044367257,4.817708333,,,
75,0.04356378,4.8828125,,,
76,0.042735246,4.947916667,,,
77,0.041893273,5.013020833,,,
78,0.041049525,5.078125,,,
79,0.040215511,5.143229167,,,
80,0.039402397,5.208333333,,,
81,0.038620814,5.2734375,,,
82,0.037880675,5.338541667,,,
83,0.037191003,5.403645833,,,
84,0.036559775,5.46875,,,
85,0.035993774,5.533854167,,,
86,0.035498467,5.598958333,,,
87,0.035077896,5.6640625,,,
88,0.034734598,5.729166667,,,
89,0.034469538,5.794270833,,,
90,0.034282075,5.859375,,,
91,0.034169951,5.924479167,,,
92,0.034129299,5.989583333,,,
93,0.034154686,6.0546875,,,
94,0.034239172,6.119791667,,,
95,0.034374396,6.184895833,,,
96,0.034550687,6.25,,,
97,0.034757194,6.315104167,,,
98,0.034982034,6.380208333,,,
99,0.035212456,6.4453125,,,
100,0.035435031,6.510416667,,,
101,0.035635836,6.575520833,,,
102,0.035800663,6.640625,,,
103,0.035915224,6.705729167,,,
104,0.035965368,6.770833333,,,
105,0.03593729,6.8359375,,,
106,0.035817743,6.901041667,,,
107,0.03559424,6.966145833,,,
108,0.035255246,7.03125,,,
109,0.034790367,7.096354167,,,
110,0.03419051,7.161458333,,,
111,0.033448035,7.2265625,,,
112,0.03255689,7.291666667,,,
113,0.031512712,7.356770833,,,
114,0.030312918,7.421875,,,
115,0.02895676,7.486979167,,,
116,0.027445368,7.552083333,,,
117,0.025781751,7.6171875,,,
118,0.023970783,7.682291667,,,
119,0.022019155,7.747395833,,,
120,0.019935312,7.8125,,,
121,0.017729351,7.877604167,,,
122,0.015412907,7.942708333,,,
123,0.012999011,8.0078125,,,
124,0.010501929,8.072916667,,,
125,0.007936988,8.138020833,,,
126,0.005320377,8.203125,,,
127,0.002668949,8.268229167,,,
128,3.50E-17,8.333333333,,,
129,-0.002668949,8.3984375,,,
130,-0.005320377,8.463541667,,,
131,-0.007936988,8.528645833,,,
132,-0.010501929,8.59375,,,
133,-0.012999011,8.658854167,,,
134,-0.015412907,8.723958333,,,
135,-0.017729351,8.7890625,,,
136,-0.019935312,8.854166667,,,
137,-0.022019155,8.919270833,,,
138,-0.023970783,8.984375,,,
139,-0.025781751,9.049479167,,,
140,-0.027445368,9.114583333,,,
141,-0.02895676,9.1796875,,,
142,-0.030312918,9.244791667,,,
143,-0.031512712,9.309895833,,,
144,-0.03255689,9.375,,,
145,-0.033448035,9.440104167,,,
146,-0.03419051,9.505208333,,,
147,-0.034790367,9.5703125,,,
148,-0.035255246,9.635416667,,,
149,-0.03559424,9.700520833,,,
150,-0.035817743,9.765625,,,
151,-0.03593729,9.830729167,,,
152,-0.035965368,9.895833333,,,
153,-0.035915224,9.9609375,,,
154,-0.035800663,10.02604167,,,
155,-0.035635836,10.09114583,,,
156,-0.035435031,10.15625,,,
157,-0.035212456,10.22135417,,,
158,-0.034982034,10.28645833,,,
159,-0.034757194,10.3515625,,,
160,-0.034550687,10.41666667,,,
161,-0.034374396,10.48177083,,,
162,-0.034239172,10.546875,,,
163,-0.034154686,10.61197917,,,
164,-0.034129299,10.67708333,,,
165,-0.034169951,10.7421875,,,
166,-0.034282075,10.80729167,,,
167,-0.034469538,10.87239583,,,
168,-0.034734598,10.9375,,,
169,-0.035077896,11.00260417,,,
170,-0.035498467,11.06770833,,,
171,-0.035993774,11.1328125,,,
172,-0.036559775,11.19791667,,,
173,-0.037191003,11.26302083,,,
174,-0.037880675,11.328125,,,
175,-0.038620814,11.39322917,,,
176,-0.039402397,11.45833333,,,
177,-0.040215511,11.5234375,,,
178,-0.041049525,11.58854167,,,
179,-0.041893273,11.65364583,,,
180,-0.042735246,11.71875,,,
181,-0.04356378,11.78385417,,,
182,-0.044367257,11.84895833,,,
183,-0.045134294,11.9140625,,,
184,-0.045853935,11.97916667,,,
185,-0.04651583,12.04427083,,,
186,-0.047110407,12.109375,,,
187,-0.047629025,12.17447917,,,
188,-0.048064124,12.23958333,,,
189,-0.048409337,12.3046875,,,
190,-0.048659605,12.36979167,,,
191,-0.048811252,12.43489583,,,
192,-0.048862051,12.5,,,
193,-0.048811252,12.56510417,,,
194,-0.048659605,12.63020833,,,
195,-0.048409337,12.6953125,,,
196,-0.048064124,12.76041667,,,
197,-0.047629025,12.82552083,,,
198,-0.047110407,12.890625,,,
199,-0.04651583,12.95572917,,,
200,-0.045853935,13.02083333,,,
201,-0.045134294,13.0859375,,,
202,-0.044367257,13.15104167,,,
203,-0.04356378,13.21614583,,,
204,-0.042735246,13.28125,,,
205,-0.041893273,13.34635417,,,
206,-0.041049525,13.41145833,,,
207,-0.040215511,13.4765625,,,
208,-0.039402397,13.54166667,,,
209,-0.038620814,13.60677083,,,
210,-0.037880675,13.671875,,,
211,-0.037191003,13.73697917,,,
212,-0.036559775,13.80208333,,,
213,-0.035993774,13.8671875,,,
214,-0.035498467,13.93229167,,,
215,-0.035077896,13.99739583,,,
216,-0.034734598,14.0625,,,
217,-0.034469538,14.12760417,,,
218,-0.034282075,14.19270833,,,
219,-0.034169951,14.2578125,,,
220,-0.034129299,14.32291667,,,
221,-0.034154686,14.38802083,,,
222,-0.034239172,14.453125,,,
223,-0.034374396,14.51822917,,,
224,-0.034550687,14.58333333,,,
