,amplitude (in pu),timestamp (in ms),,parameters,values
0,0,0,,flicker_alpha,0.2
1,0.024581384,0.065104167,,flicker_beta,20
2,0.049228241,0.130208333,,,
3,0.073925637,0.1953125,,,
4,0.098658547,0.260416667,,,
5,0.123411866,0.325520833,,,
6,0.148170419,0.390625,,,
7,0.172918969,0.455729167,,,
8,0.197642226,0.520833333,,,
9,0.222324858,0.5859375,,,
10,0.2469515,0.651041667,,,
11,0.271506765,0.716145833,,,
12,0.295975252,0.78125,,,
13,0.320341555,0.846354167,,,
14,0.344590277,0.911458333,,,
15,0.368706035,0.9765625,,,
16,0.392673475,1.041666667,,,
17,0.416477276,1.106770833,,,
18,0.440102166,1.171875,,,
19,0.463532929,1.236979167,,,
20,0.486754416,1.302083333,,,
21,0.509751553,1.3671875,,,
22,0.532509356,1.432291667,,,
23,0.555012935,1.497395833,,,
24,0.577247508,1.5625,,,
25,0.599198411,1.627604167,,,
26,0.620851105,1.692708333,,,
27,0.642191191,1.7578125,,,
28,0.663204415,1.822916667,,,
29,0.683876681,1.888020833,,,
30,0.704194058,1.953125,,,
31,0.724142794,2.018229167,,,
32,0.743709322,2.083333333,,,
33,0.76288027,2.1484375,,,
34,0.781642474,2.213541667,,,
35,0.799982984,2.278645833,,,
36,0.817889071,2.34375,,,
37,0.835348245,2.408854167,,,
38,0.852348253,2.473958333,,,
39,0.868877099,2.5390625,,,
40,0.884923042,2.604166667,,,
41,0.900474614,2.669270833,,,
42,0.915520623,2.734375,,,
43,0.930050164,2.799479167,,,
44,0.944052626,2.864583333,,,
45,0.9575177,2.9296875,,,
46,0.970435387,2.994791667,,,
47,0.982796009,3.059895833,,,
48,0.994590211,3.125,,,
49,1.005808971,3.190104167,,,
50,1.016443608,3.255208333,,,
51,1.02648579,3.3203125,,,
52,1.035927536,3.385416667,,,
53,1.044761228,3.450520833,,,
54,1.052979614,3.515625,,,
55,1.060575814,3.580729167,,,
56,1.067543328,3.645833333,,,
57,1.073876041,3.7109375,,,
58,1.079568226,3.776041667,,,
59,1.084614554,3.841145833,,,
60,1.089010093,3.90625,,,
61,1.092750318,3.971354167,,,
62,1.09583111,4.036458333,,,
63,1.098248767,4.1015625,,,
64,1.1,4.166666667,,,
65,1.101081943,4.231770833,,,
66,1.101492153,4.296875,,,
67,1.101228614,4.361979167,,,
68,1.100289739,4.427083333,,,
69,1.098674372,4.4921875,,,
70,1.096381794,4.557291667,,,
71,1.09341172,4.622395833,,,
72,1.089764302,4.6875,,,
73,1.085440131,4.752604167,,,
74,1.080440239,4.817708333,,,
75,1.074766096,4.8828125,,,
76,1.068419616,4.947916667,,,
77,1.061403151,5.013020833,,,
78,1.053719494,5.078125,,,
79,1.045371879,5.143229167,,,
80,1.036363977,5.208333333,,,
81,1.0266999,5.2734375,,,
82,1.016384194,5.338541667,,,
83,1.005421839,5.403645833,,,
84,0.99381825,5.46875,,,
85,0.98157927,5.533854167,,,
86,0.96871117,5.598958333,,,
87,0.955220646,5.6640625,,,
88,0.941114814,5.729166667,,,
89,0.926401208,5.794270833,,,
90,0.911087774,5.859375,,,
91,0.895182868,5.924479167,,,
92,0.878695252,5.989583333,,,
93,0.861634087,6.0546875,,,
94,0.844008926,6.119791667,,,
95,0.825829715,6.184895833,,,
96,0.807106781,6.25,,,
97,0.78785083,6.315104167,,,
98,0.768072939,6.380208333,,,
99,0.747784548,6.4453125,,,
100,0.726997457,6.510416667,,,
101,0.705723816,6.575520833,,,
102,0.683976118,6.640625,,,
103,0.661767193,6.705729167,,,
104,0.639110196,6.770833333,,,
105,0.616018606,6.8359375,,,
106,0.59250621,6.901041667,,,
107,0.568587099,6.966145833,,,
108,0.544275658,7.03125,,,
109,0.519586557,7.096354167,,,
110,0.494534741,7.161458333,,,
111,0.469135422,7.2265625,,,
112,0.443404068,7.291666667,,,
113,0.417356393,7.356770833,,,
114,0.391008347,7.421875,,,
115,0.364376107,7.486979167,,,
116,0.337476065,7.552083333,,,
117,0.310324817,7.6171875,,,
118,0.282939156,7.682291667,,,
119,0.255336054,7.747395833,,,
120,0.227532657,7.8125,,,
121,0.199546272,7.877604167,,,
122,0.171394353,7.942708333,,,
123,0.143094494,8.0078125,,,
124,0.114664414,8.072916667,,,
125,0.086121946,8.138020833,,,
126,0.057485024,8.203125,,,
127,0.028771674,8.268229167,,,
128,6.65E-16,8.333333333,,,
129,-0.028811829,8.3984375,,,
130,-0.05764559,8.463541667,,,
131,-0.086483019,8.528645833,,,
132,-0.11530582,8.59375,,,
133,-0.144095685,8.658854167,,,
134,-0.172834298,8.723958333,,,
135,-0.201503351,8.7890625,,,
136,-0.23008456,8.854166667,,,
137,-0.258559671,8.919270833,,,
138,-0.286910476,8.984375,,,
139,-0.315118825,9.049479167,,,
140,-0.34316664,9.114583333,,,
141,-0.371035922,9.1796875,,,
142,-0.398708771,9.244791667,,,
143,-0.426167392,9.309895833,,,
144,-0.45339411,9.375,,,
145,-0.480371384,9.440104167,,,
146,-0.507081814,9.505208333,,,
147,-0.533508156,9.5703125,,,
148,-0.559633337,9.635416667,,,
149,-0.58544046,9.700520833,,,
150,-0.610912822,9.765625,,,
151,-0.636033921,9.830729167,,,
152,-0.660787472,9.895833333,,,
153,-0.685157412,9.9609375,,,
154,-0.709127919,10.02604167,,,
155,-0.732683417,10.09114583,,,
156,-0.755808589,10.15625,,,
157,-0.778488386,10.22135417,,,
158,-0.800708042,10.28645833,,,
159,-0.822453079,10.3515625,,,
160,-0.843709322,10.41666667,,,
161,-0.864462902,10.48177083,,,
162,-0.884700275,10.546875,,,
163,-0.904408224,10.61197917,,,
164,-0.92357387,10.67708333,,,
165,-0.942184685,10.7421875,,,
166,-0.960228495,10.80729167,,,
167,-0.977693493,10.87239583,,,
168,-0.994568244,10.9375,,,
169,-1.010841695,11.00260417,,,
170,-1.026503183,11.06770833,,,
171,-1.041542443,11.1328125,,,
172,-1.055949611,11.19791667,,,
173,-1.069715237,11.26302083,,,
174,-1.082830288,11.328125,,,
175,-1.095286154,11.39322917,,,
176,-1.107074656,11.45833333,,,
177,-1.118188051,11.5234375,,,
178,-1.128619037,11.58854167,,,
179,-1.138360761,11.65364583,,,
180,-1.147406817,11.71875,,,
181,-1.155751259,11.78385417,,,
182,-1.163388599,11.84895833,,,
183,-1.170313815,11.9140625,,,
184,-1.176522349,11.97916667,,,
185,-1.182010118,12.04427083,,,
186,-1.186773511,12.109375,,,
187,-1.190809392,12.17447917,,,
188,-1.194115105,12.23958333,,,
189,-1.196688475,12.3046875,,,
190,-1.198527807,12.36979167,,,
191,-1.199631891,12.43489583,,,
192,-1.2,12.5,,,
193,-1.199631891,12.56510417,,,
194,-1.198527807,12.63020833,,,
195,-1.196688475,12.6953125,,,
196,-1.194115105,12.76041667,,,
197,-1.190809392,12.82552083,,,
198,-1.186773511,12.890625,,,
199,-1.182010118,12.95572917,,,
200,-1.176522349,13.02083333,,,
201,-1.170313815,13.0859375,,,
202,-1.163388599,13.15104167,,,
203,-1.155751259,13.21614583,,,
204,-1.147406817,13.28125,,,
205,-1.138360761,13.34635417,,,
206,-1.128619037,13.41145833,,,
207,-1.118188051,13.4765625,,,
208,-1.107074656,13.54166667,,,
209,-1.095286154,13.60677083,,,
210,-1.082830288,13.671875,,,
211,-1.069715237,13.73697917,,,
212,-1.055949611,13.80208333,,,
213,-1.041542443,13.8671875,,,
214,-1.026503183,13.93229167,,,
215,-1.010841695,13.99739583,,,
216,-0.994568244,14.0625,,,
217,-0.977693493,14.12760417,,,
218,-0.960228495,14.19270833,,,
219,-0.942184685,14.2578125,,,
220,-0.92357387,14.32291667,,,
221,-0.904408224,14.38802083,,,
222,-0.884700275,14.453125,,,
223,-0.864462902,14.51822917,,,
224,-0.843709322,14.58333333,,,
225,-0.822453079,14.6484375,,,
226,-0.800708042,14.71354167,,,
227,-0.778488386,14.77864583,,,
228,-0.755808589,14.84375,,,
229,-0.732683417,14.90885417,,,
230,-0.709127919,14.97395833,,,
231,-0.685157412,15.0390625,,,
232,-0.660787472,15.10416667,,,
233,-0.636033921,15.16927083,,,
234,-0.610912822,15.234375,,,
235,-0.58544046,15.29947917,,,
236,-0.559633337,15.36458333,,,
237,-0.533508156,15.4296875,,,
238,-0.507081814,15.49479167,,,
239,-0.480371384,15.55989583,,,
240,-0.45339411,15.625,,,
241,-0.426167392,15.69010417,,,
242,-0.398708771,15.75520833,,,
243,-0.371035922,15.8203125,,,
244,-0.34316664,15.88541667,,,
245,-0.315118825,15.95052083,,,
246,-0.286910476,16.015625,,,
247,-0.258559671,16.08072917,,,
248,-0.23008456,16.14583333,,,
249,-0.201503351,16.2109375,,,
250,-0.172834298,16.27604167,,,
251,-0.144095685,16.34114583,,,
252,-0.11530582,16.40625,,,
253,-0.086483019,16.47135417,,,
254,-0.05764559,16.53645833,,,
255,-0.028811829,16.6015625,,,
256,-1.33E-15,16.66666667,,,
257,0.028771674,16.73177083,,,
258,0.057485024,16.796875,,,
259,0.086121946,16.86197917,,,
260,0.114664414,16.92708333,,,
261,0.143094494,16.9921875,,,
262,0.171394353,17.05729167,,,
263,0.199546272,17.12239583,,,
264,0.227532657,17.1875,,,
265,0.255336054,17.25260417,,,
266,0.282939156,17.31770833,,,
267,0.310324817,17.3828125,,,
268,0.337476065,17.44791667,,,
269,0.364376107,17.51302083,,,
270,0.391008347,17.578125,,,
271,0.417356393,17.64322917,,,
272,0.443404068,17.70833333,,,
273,0.469135422,17.7734375,,,
274,0.494534741,17.83854167,,,
275,0.519586557,17.90364583,,,
276,0.544275658,17.96875,,,
277,0.568587099,18.03385417,,,
278,0.59250621,18.09895833,,,
279,0.616018606,18.1640625,,,
280,0.639110196,18.22916667,,,
281,0.661767193,18.29427083,,,
282,0.683976118,18.359375,,,
283,0.705723816,18.42447917,,,
284,0.726997457,18.48958333,,,
285,0.747784548,18.5546875,,,
286,0.768072939,18.61979167,,,
287,0.78785083,18.68489583,,,
288,0.807106781,18.75,,,
289,0.825829715,18.81510417,,,
290,0.844008926,18.88020833,,,
291,0.861634087,18.9453125,,,
292,0.878695252,19.01041667,,,
293,0.895182868,19.07552083,,,
294,0.911087774,19.140625,,,
295,0.926401208,19.20572917,,,
296,0.941114814,19.27083333,,,
297,0.955220646,19.3359375,,,
298,0.96871117,19.40104167,,,
299,0.98157927,19.46614583,,,
300,0.99381825,19.53125,,,
301,1.005421839,19.59635417,,,
302,1.016384194,19.66145833,,,
303,1.0266999,19.7265625,,,
304,1.036363977,19.79166667,,,
305,1.045371879,19.85677083,,,
306,1.053719494,19.921875,,,
307,1.061403151,19.98697917,,,
308,1.068419616,20.05208333,,,
309,1.074766096,20.1171875,,,
310,1.080440239,20.18229167,,,
311,1.085440131,20.24739583,,,
312,1.089764302,20.3125,,,
313,1.09341172,20.37760417,,,
314,1.096381794,20.44270833,,,
315,1.098674372,20.5078125,,,
316,1.100289739,20.57291667,,,
317,1.101228614,20.63802083,,,
318,1.101492153,20.703125,,,
319,1.101081943,20.76822917,,,
320,1.1,20.83333333,,,
321,1.098248767,20.8984375,,,
322,1.09583111,20.96354167,,,
323,1.092750318,21.02864583,,,
324,1.089010093,21.09375,,,
325,1.084614554,21.15885417,,,
326,1.079568226,21.22395833,,,
327,1.073876041,21.2890625,,,
328,1.067543328,21.35416667,,,
329,1.060575814,21.41927083,,,
330,1.052979614,21.484375,,,
331,1.044761228,21.54947917,,,
332,1.035927536,21.61458333,,,
333,1.02648579,21.6796875,,,
334,1.016443608,21.74479167,,,
335,1.005808971,21.80989583,,,
336,0.994590211,21.875,,,
337,0.982796009,21.94010417,,,
338,0.970435387,22.00520833,,,
339,0.9575177,22.0703125,,,
340,0.944052626,22.13541667,,,
341,0.930050164,22.20052083,,,
342,0.915520623,22.265625,,,
343,0.900474614,22.33072917,,,
344,0.884923042,22.39583333,,,
345,0.868877099,22.4609375,,,
346,0.852348253,22.52604167,,,
347,0.835348245,22.59114583,,,
348,0.817889071,22.65625,,,
349,0.799982984,22.72135417,,,
350,0.781642474,22.78645833,,,
351,0.76288027,22.8515625,,,
352,0.743709322,22.91666667,,,
353,0.724142794,22.98177083,,,
354,0.704194058,23.046875,,,
355,0.683876681,23.11197917,,,
356,0.663204415,23.17708333,,,
357,0.642191191,23.2421875,,,
358,0.620851105,23.30729167,,,
359,0.599198411,23.37239583,,,
360,0.577247508,23.4375,,,
361,0.555012935,23.50260417,,,
362,0.532509356,23.56770833,,,
363,0.509751553,23.6328125,,,
364,0.486754416,23.69791667,,,
365,0.463532929,23.76302083,,,
